gene_symbol,Previous_Symbol,Updated_Symbol,Labonte_genes,Ding_genes,Ramaker_genes
TNFRSF1B,TNF-R-II,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,TNF-R75,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,TNFBR,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,TNFR1B,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,TNFR2,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,TNFR80,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,P75,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
TNFRSF1B,P75TNFR,TNFRSF1B,TNFRSF1B,TNFRSF1B,TNFRSF1B
VPS13D,SCAR4,VPS13D,VPS13D,VPS13D,VPS13D
DHRS3,DD83.1,DHRS3,DHRS3,DHRS3,DHRS3
DHRS3,RDH17,DHRS3,DHRS3,DHRS3,DHRS3
DHRS3,RSDR1,DHRS3,DHRS3,DHRS3,DHRS3
DHRS3,SDR1,DHRS3,DHRS3,DHRS3,DHRS3
DHRS3,SDR16C1,DHRS3,DHRS3,DHRS3,DHRS3
DHRS3,RETSDR1,DHRS3,DHRS3,DHRS3,DHRS3
AADACL4,-,AADACL4,NA,NA,AADACL4
AADACL3,-,AADACL3,NA,NA,AADACL3
C1orf158,-,C1orf158,NA,NA,C1orf158
PRAMEF12,-,PRAMEF12,NA,NA,PRAMEF12
PRAMEF1,-,PRAMEF1,NA,NA,PRAMEF1
PRAMEF2,DJ845O24.3,PRAMEF2,NA,NA,PRAMEF2
LRRC38,-,LRRC38,NA,NA,LRRC38
PDPN,AGGRUS,PDPN,PDPN,NA,PDPN
PDPN,GP36,PDPN,PDPN,NA,PDPN
PDPN,GP40,PDPN,PDPN,NA,PDPN
PDPN,GP38,PDPN,PDPN,NA,PDPN
PDPN,HT1A-1,PDPN,PDPN,NA,PDPN
PDPN,OTS8,PDPN,PDPN,NA,PDPN
PDPN,PA2.26,PDPN,PDPN,NA,PDPN
PDPN,T1A,PDPN,PDPN,NA,PDPN
PDPN,T1A-2,PDPN,PDPN,NA,PDPN
PDPN,T1A2,PDPN,PDPN,NA,PDPN
PDPN,TI1A,PDPN,PDPN,NA,PDPN
PRDM2,HUMHOXY1,PRDM2,PRDM2,PRDM2,PRDM2
PRDM2,KMT8,PRDM2,PRDM2,PRDM2,PRDM2
PRDM2,KMT8A,PRDM2,PRDM2,PRDM2,PRDM2
PRDM2,MTB-ZF,PRDM2,PRDM2,PRDM2,PRDM2
PRDM2,RIZ,PRDM2,PRDM2,PRDM2,PRDM2
PRDM2,RIZ1,PRDM2,PRDM2,PRDM2,PRDM2
PRDM2,RIZ2,PRDM2,PRDM2,PRDM2,PRDM2
KAZN,C1orf196,KAZN,KAZN,NA,KAZN
KAZN,KAZ,KAZN,KAZN,NA,KAZN
TMEM51,C1orf72,TMEM51,TMEM51,NA,TMEM51
C1orf195,-,C1orf195,NA,NA,NA
FHAD1,-,FHAD1,FHAD1,NA,FHAD1
EFHD2,SWS1,EFHD2,EFHD2,EFHD2,EFHD2
CTRC,CLCR,CTRC,NA,NA,CTRC
CTRC,ELA4,CTRC,NA,NA,CTRC
CELA2A,AOMS4,CELA2A,NA,NA,CELA2A
CELA2A,ELA2A,CELA2A,NA,NA,CELA2A
CELA2A,PE-1,CELA2A,NA,NA,CELA2A
CELA2B,ELA2B,CELA2B,NA,NA,CELA2B
CASP9,APAF-3,CASP9,CASP9,CASP9,CASP9
CASP9,APAF3,CASP9,CASP9,CASP9,CASP9
CASP9,ICE-LAP6,CASP9,CASP9,CASP9,CASP9
CASP9,MCH6,CASP9,CASP9,CASP9,CASP9
CASP9,PPP1R56,CASP9,CASP9,CASP9,CASP9
DNAJC16,-,DNAJC16,DNAJC16,DNAJC16,DNAJC16
AGMAT,-,AGMAT,AGMAT,NA,AGMAT
DDI2,-,DDI2,DDI2,NA,DDI2
RSC1A1,RS1,RSC1A1,NA,RSC1A1,RSC1A1
PLEKHM2,SKIP,PLEKHM2,PLEKHM2,PLEKHM2,PLEKHM2
SLC25A34,-,SLC25A34,SLC25A34,SLC25A34,SLC25A34
TMEM82,-,TMEM82,NA,NA,TMEM82
FBLIM1,CAL,FBLIM1,FBLIM1,NA,FBLIM1
FBLIM1,FBLP-1,FBLIM1,FBLIM1,NA,FBLIM1
FBLIM1,FBLP1,FBLIM1,FBLIM1,NA,FBLIM1
UQCRHL,-,UQCRHL,UQCRHL,NA,UQCRHL
SPEN,HIAA0929,SPEN,SPEN,SPEN,SPEN
SPEN,MINT,SPEN,SPEN,SPEN,SPEN
SPEN,RBM15C,SPEN,SPEN,SPEN,SPEN
SPEN,SHARP,SPEN,SPEN,SPEN,SPEN
ZBTB17,MIZ-1,ZBTB17,ZBTB17,ZBTB17,ZBTB17
ZBTB17,ZNF151,ZBTB17,ZBTB17,ZBTB17,ZBTB17
ZBTB17,ZNF60,ZBTB17,ZBTB17,ZBTB17,ZBTB17
ZBTB17,PHZ-67,ZBTB17,ZBTB17,ZBTB17,ZBTB17
TBC1D3P6,-,TBC1D3P6,NA,NA,TBC1D3P6
C1orf64,NA,SRARP,SRARP,C1orf64,C1orf64
HSPB7,CVHSP,HSPB7,NA,NA,HSPB7
CLCNKA,CLCK1,CLCNKA,NA,NA,CLCNKA
CLCNKA,CLC-K1,CLCNKA,NA,NA,CLCNKA
CLCNKA,HCLC-KA,CLCNKA,NA,NA,CLCNKA
CLCNKB,CLCKB,CLCNKB,NA,NA,CLCNKB
CLCNKB,CLC-K2,CLCNKB,NA,NA,CLCNKB
CLCNKB,CLC-KB,CLCNKB,NA,NA,CLCNKB
FAM131C,C1orf117,FAM131C,NA,FAM131C,FAM131C
EPHA2,ARCC2,EPHA2,EPHA2,NA,EPHA2
EPHA2,CTPA,EPHA2,EPHA2,NA,EPHA2
EPHA2,CTPP1,EPHA2,EPHA2,NA,EPHA2
EPHA2,CTRCT6,EPHA2,EPHA2,NA,EPHA2
EPHA2,ECK,EPHA2,EPHA2,NA,EPHA2
ARHGEF19,WGEF,ARHGEF19,NA,NA,ARHGEF19
ANO7P1,NA,ANO7L1,NA,NA,ANO7P1
RSG1,NA,CPLANE2,CPLANE2,NA,RSG1
FBXO42,FBX42,FBXO42,FBXO42,FBXO42,FBXO42
FBXO42,JFK,FBXO42,FBXO42,FBXO42,FBXO42
SZRD1,C1orf144,SZRD1,SZRD1,C1orf144,SZRD1
SPATA21,SPERGEN-2,SPATA21,NA,NA,SPATA21
SPATA21,SPERGEN2,SPATA21,NA,NA,SPATA21
NECAP2,-,NECAP2,NECAP2,NECAP2,NECAP2
CROCC,ROLT,CROCC,CROCC,NA,CROCC
CROCC,TAX1BP2,CROCC,CROCC,NA,CROCC
MFAP2,MAGP,MFAP2,NA,NA,MFAP2
MFAP2,MAGP-1,MFAP2,NA,NA,MFAP2
MFAP2,MAGP1,MFAP2,NA,NA,MFAP2
ATP13A2,CLN12,ATP13A2,ATP13A2,ATP13A2,ATP13A2
ATP13A2,HSA9947,ATP13A2,ATP13A2,ATP13A2,ATP13A2
ATP13A2,KRPPD,ATP13A2,ATP13A2,ATP13A2,ATP13A2
ATP13A2,PARK9,ATP13A2,ATP13A2,ATP13A2,ATP13A2
ATP13A2,SPG78,ATP13A2,ATP13A2,ATP13A2,ATP13A2
SDHB,CWS2,SDHB,SDHB,SDHB,SDHB
SDHB,IP,SDHB,SDHB,SDHB,SDHB
SDHB,PGL4,SDHB,SDHB,SDHB,SDHB
SDHB,SDH,SDHB,SDHB,SDHB,SDHB
SDHB,SDH1,SDHB,SDHB,SDHB,SDHB
SDHB,SDH2,SDHB,SDHB,SDHB,SDHB
SDHB,SDHIP,SDHB,SDHB,SDHB,SDHB
PADI2,PAD-H19,PADI2,PADI2,NA,PADI2
PADI2,PAD2,PADI2,PADI2,NA,PADI2
PADI2,PDI2,PADI2,PADI2,NA,PADI2
PADI1,HPAD10,PADI1,NA,PADI1,PADI1
PADI1,PAD1,PADI1,NA,PADI1,PADI1
PADI1,PDI,PADI1,NA,PADI1,PADI1
PADI1,PDI1,PADI1,NA,PADI1,PADI1
PADI3,PAD3,PADI3,NA,NA,PADI3
PADI3,PDI3,PADI3,NA,NA,PADI3
PADI3,UHS1,PADI3,NA,NA,PADI3
PADI4,PAD,PADI4,NA,NA,PADI4
PADI4,PAD4,PADI4,NA,NA,PADI4
PADI4,PADI5,PADI4,NA,NA,PADI4
PADI4,PDI4,PADI4,NA,NA,PADI4
PADI4,PDI5,PADI4,NA,NA,PADI4
PADI6,PREMBL2,PADI6,NA,NA,PADI6
PADI6,HPADVI,PADI6,NA,NA,PADI6
RCC2,TD-60,RCC2,RCC2,RCC2,RCC2
ARHGEF10L,GRINCHGEF,ARHGEF10L,ARHGEF10L,ARHGEF10L,ARHGEF10L
ACTL8,CT57,ACTL8,NA,NA,ACTL8
IGSF21,-,IGSF21,IGSF21,IGSF21,IGSF21
KLHDC7A,-,KLHDC7A,NA,NA,KLHDC7A
PAX7,HUP1,PAX7,PAX7,NA,PAX7
PAX7,MYOSCO,PAX7,PAX7,NA,PAX7
PAX7,PAX7B,PAX7,PAX7,NA,PAX7
PAX7,RMS2,PAX7,PAX7,NA,PAX7
TAS1R2,GPR71,TAS1R2,NA,NA,TAS1R2
TAS1R2,T1R2,TAS1R2,NA,NA,TAS1R2
TAS1R2,TR2,TAS1R2,NA,NA,TAS1R2
ALDH4A1,ALDH4,ALDH4A1,ALDH4A1,ALDH4A1,ALDH4A1
ALDH4A1,P5CD,ALDH4A1,ALDH4A1,ALDH4A1,ALDH4A1
ALDH4A1,P5CDH,ALDH4A1,ALDH4A1,ALDH4A1,ALDH4A1
IFFO2,-,IFFO2,IFFO2,NA,IFFO2
UBR4,RBAF600,UBR4,UBR4,UBR4,UBR4
UBR4,ZUBR1,UBR4,UBR4,UBR4,UBR4
UBR4,P600,UBR4,UBR4,UBR4,UBR4
EMC1,CAVIPMR,EMC1,EMC1,KIAA0090,EMC1
EMC1,KIAA0090,EMC1,EMC1,KIAA0090,EMC1
MRTO4,C1orf33,MRTO4,MRTO4,MRTO4,MRTO4
MRTO4,MRT4,MRTO4,MRTO4,MRTO4,MRTO4
MRTO4,DJ657E11.4,MRTO4,MRTO4,MRTO4,MRTO4
AKR7A3,AFAR2,AKR7A3,AKR7A3,AKR7A3,AKR7A3
AKR7A2,AFAR,AKR7A2,AKR7A2,AKR7A2,AKR7A2
AKR7A2,AFAR1,AKR7A2,AKR7A2,AKR7A2,AKR7A2
AKR7A2,AFB1-AR1,AKR7A2,AKR7A2,AKR7A2,AKR7A2
AKR7A2,AKR7,AKR7A2,AKR7A2,AKR7A2,AKR7A2
PQLC2,NA,SLC66A1,PQLC2,PQLC2,PQLC2
CAPZB,CAPB,CAPZB,CAPZB,CAPZB,CAPZB
CAPZB,CAPPB,CAPZB,CAPZB,CAPZB,CAPZB
CAPZB,CAPZ,CAPZB,CAPZB,CAPZB,CAPZB
MINOS1,NA,MICOS10,MICOS10,NA,MINOS1
MINOS1-NBL1,NA,MICOS10-NBL1,NA,NA,MINOS1-NBL1
NBL1,D1S1733E,NBL1,NBL1,NBL1,NBL1
NBL1,DAN,NBL1,NBL1,NBL1,NBL1
NBL1,DAND1,NBL1,NBL1,NBL1,NBL1
NBL1,NB,NBL1,NBL1,NBL1,NBL1
NBL1,NO3,NBL1,NBL1,NBL1,NBL1
HTR6,5-HT6,HTR6,NA,NA,HTR6
HTR6,5-HT6R,HTR6,NA,NA,HTR6
TMCO4,-,TMCO4,TMCO4,NA,TMCO4
RNF186,-,RNF186,NA,NA,RNF186
OTUD3,DUBA4,OTUD3,OTUD3,OTUD3,OTUD3
PLA2G2E,GIIE SPLA2,PLA2G2E,NA,NA,PLA2G2E
PLA2G2E,SPLA2-IIE,PLA2G2E,NA,NA,PLA2G2E
PLA2G2A,MOM1,PLA2G2A,NA,NA,PLA2G2A
PLA2G2A,PLA2,PLA2G2A,NA,NA,PLA2G2A
PLA2G2A,PLA2B,PLA2G2A,NA,NA,PLA2G2A
PLA2G2A,PLA2L,PLA2G2A,NA,NA,PLA2G2A
PLA2G2A,PLA2S,PLA2G2A,NA,NA,PLA2G2A
PLA2G2A,PLAS1,PLA2G2A,NA,NA,PLA2G2A
PLA2G2A,SPLA2,PLA2G2A,NA,NA,PLA2G2A
PLA2G5,FRFB,PLA2G5,PLA2G5,PLA2G5,PLA2G5
PLA2G5,GV-PLA2,PLA2G5,PLA2G5,PLA2G5,PLA2G5
PLA2G5,PLA2-10,PLA2G5,PLA2G5,PLA2G5,PLA2G5
PLA2G5,HVPLA(2),PLA2G5,PLA2G5,PLA2G5,PLA2G5
PLA2G2D,PLA2IID,PLA2G2D,NA,NA,PLA2G2D
PLA2G2D,SPLASH,PLA2G2D,NA,NA,PLA2G2D
PLA2G2D,SPLA2-IID,PLA2G2D,NA,NA,PLA2G2D
PLA2G2D,SPLA2S,PLA2G2D,NA,NA,PLA2G2D
PLA2G2F,GIIFSPLA2,PLA2G2F,NA,NA,PLA2G2F
PLA2G2F,SPLA2-IIF,PLA2G2F,NA,NA,PLA2G2F
PLA2G2C,-,PLA2G2C,NA,NA,PLA2G2C
UBXN10,UBXD3,UBXN10,UBXN10,NA,UBXN10
VWA5B1,-,VWA5B1,VWA5B1,NA,VWA5B1
CAMK2N1,PRO1489,CAMK2N1,CAMK2N1,CAMK2N1,CAMK2N1
MUL1,C1orf166,MUL1,MUL1,NA,MUL1
MUL1,GIDE,MUL1,MUL1,NA,MUL1
MUL1,MAPL,MUL1,MUL1,NA,MUL1
MUL1,MULAN,MUL1,MUL1,NA,MUL1
MUL1,RNF218,MUL1,MUL1,NA,MUL1
FAM43B,-,FAM43B,FAM43B,FAM43B,FAM43B
CDA,CDD,CDA,NA,NA,CDA
PINK1,BRPK,PINK1,PINK1,PINK1,PINK1
PINK1,PARK6,PINK1,PINK1,PINK1,PINK1
DDOST,AGER1,DDOST,DDOST,DDOST,DDOST
DDOST,CDG1R,DDOST,DDOST,DDOST,DDOST
DDOST,GATD6,DDOST,DDOST,DDOST,DDOST
DDOST,OKSWCL45,DDOST,DDOST,DDOST,DDOST
DDOST,OST,DDOST,DDOST,DDOST,DDOST
DDOST,OST48,DDOST,DDOST,DDOST,DDOST
DDOST,WBP1,DDOST,DDOST,DDOST,DDOST
KIF17,KIF17B,KIF17,KIF17,KIF17,KIF17
KIF17,KIF3X,KIF17,KIF17,KIF17,KIF17
KIF17,KLP-2,KIF17,KIF17,KIF17,KIF17
KIF17,OSM-3,KIF17,KIF17,KIF17,KIF17
SH2D5,-,SH2D5,SH2D5,SH2D5,SH2D5
HP1BP3,HP1-BP74,HP1BP3,HP1BP3,HP1BP3,HP1BP3
HP1BP3,HP1BP74,HP1BP3,HP1BP3,HP1BP3,HP1BP3
EIF4G3,EIF-4G 3,EIF4G3,EIF4G3,EIF4G3,EIF4G3
EIF4G3,EIF4G 3,EIF4G3,EIF4G3,EIF4G3,EIF4G3
EIF4G3,EIF4GII,EIF4G3,EIF4G3,EIF4G3,EIF4G3
ECE1,ECE,ECE1,ECE1,ECE1,ECE1
NBPF3,AE2,NBPF3,NBPF3,NA,NBPF3
ALPL,AP-TNAP,ALPL,ALPL,ALPL,ALPL
ALPL,APTNAP,ALPL,ALPL,ALPL,ALPL
ALPL,HOPS,ALPL,ALPL,ALPL,ALPL
ALPL,TNALP,ALPL,ALPL,ALPL,ALPL
ALPL,TNAP,ALPL,ALPL,ALPL,ALPL
ALPL,TNSALP,ALPL,ALPL,ALPL,ALPL
RAP1GAP,RAP1GA1,RAP1GAP,RAP1GAP,RAP1GAP,RAP1GAP
RAP1GAP,RAP1GAP1,RAP1GAP,RAP1GAP,RAP1GAP,RAP1GAP
RAP1GAP,RAP1GAPII,RAP1GAP,RAP1GAP,RAP1GAP,RAP1GAP
RAP1GAP,RAPGAP,RAP1GAP,RAP1GAP,RAP1GAP,RAP1GAP
USP48,RAP1GA1,USP48,USP48,USP48,USP48
USP48,USP31,USP48,USP48,USP48,USP48
LDLRAD2,-,LDLRAD2,NA,NA,LDLRAD2
HSPG2,HSPG,HSPG2,HSPG2,NA,HSPG2
HSPG2,PLC,HSPG2,HSPG2,NA,HSPG2
HSPG2,PRCAN,HSPG2,HSPG2,NA,HSPG2
HSPG2,SJA,HSPG2,HSPG2,NA,HSPG2
HSPG2,SJS,HSPG2,HSPG2,NA,HSPG2
HSPG2,SJS1,HSPG2,HSPG2,NA,HSPG2
CELA3B,CBPP,CELA3B,NA,NA,CELA3B
CELA3B,ELA3B,CELA3B,NA,NA,CELA3B
CELA3A,ELA3,CELA3A,NA,NA,CELA3A
CELA3A,ELA3A,CELA3A,NA,NA,CELA3A
CDC42,CDC42HS,CDC42,CDC42,CDC42,CDC42
CDC42,G25K,CDC42,CDC42,CDC42,CDC42
CDC42,TKS,CDC42,CDC42,CDC42,CDC42
WNT4,SERKAL,WNT4,WNT4,NA,WNT4
WNT4,WNT-4,WNT4,WNT4,NA,WNT4
ZBTB40,ZNF923,ZBTB40,ZBTB40,ZBTB40,ZBTB40
EPHA8,EEK,EPHA8,EPHA8,EPHA8,EPHA8
EPHA8,EK3,EPHA8,EPHA8,EPHA8,EPHA8
EPHA8,HEK3,EPHA8,EPHA8,EPHA8,EPHA8
C1QA,-,C1QA,C1QA,C1QA,C1QA
C1QC,C1Q-C,C1QC,C1QC,C1QC,C1QC
C1QC,C1QG,C1QC,C1QC,C1QC,C1QC
C1QB,-,C1QB,C1QB,C1QB,C1QB
EPHB2,BDPLT22,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,CAPB,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,DRT,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,EK5,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,EPHT3,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,ERK,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,HEK5,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,PCBC,EPHB2,EPHB2,EPHB2,EPHB2
EPHB2,TYRO5,EPHB2,EPHB2,EPHB2,EPHB2
LACTBL1,-,LACTBL1,NA,NA,LACTBL1
C1orf234,NA,TEX46,NA,NA,C1orf234
KDM1A,AOF2,KDM1A,KDM1A,NA,KDM1A
KDM1A,BHC110,KDM1A,KDM1A,NA,KDM1A
KDM1A,CPRF,KDM1A,KDM1A,NA,KDM1A
KDM1A,KDM1,KDM1A,KDM1A,NA,KDM1A
KDM1A,LSD1,KDM1A,KDM1A,NA,KDM1A
LUZP1,LUZP,LUZP1,LUZP1,LUZP1,LUZP1
HTR1D,5-HT1D,HTR1D,HTR1D,NA,HTR1D
HTR1D,HT1DA,HTR1D,HTR1D,NA,HTR1D
HTR1D,HTR1DA,HTR1D,HTR1D,NA,HTR1D
HTR1D,HTRL,HTR1D,HTR1D,NA,HTR1D
HTR1D,RDC4,HTR1D,HTR1D,NA,HTR1D
HNRNPR,HNRPR,HNRNPR,HNRNPR,NA,HNRNPR
HNRNPR,HNRNP-R,HNRNPR,HNRNPR,NA,HNRNPR
ZNF436,ZNF,ZNF436,ZNF436,ZNF436,ZNF436
ZNF436,ZFP46,ZNF436,ZNF436,ZNF436,ZNF436
TCEA3,TFIIS,TCEA3,TCEA3,TCEA3,TCEA3
TCEA3,TFIIS.H,TCEA3,TCEA3,TCEA3,TCEA3
ASAP3,ACAP4,ASAP3,ASAP3,NA,ASAP3
ASAP3,CENTB6,ASAP3,ASAP3,NA,ASAP3
ASAP3,DDEFL1,ASAP3,ASAP3,NA,ASAP3
ASAP3,UPLC1,ASAP3,ASAP3,NA,ASAP3
E2F2,E2F-2,E2F2,NA,NA,E2F2
ID3,HEIR-1,ID3,ID3,ID3,ID3
ID3,BHLHB25,ID3,ID3,ID3,ID3
RPL11,DBA7,RPL11,RPL11,RPL11,RPL11
RPL11,GIG34,RPL11,RPL11,RPL11,RPL11
RPL11,L11,RPL11,RPL11,RPL11,RPL11
RPL11,UL5,RPL11,RPL11,RPL11,RPL11
TCEB3,NA,ELOA,ELOA,TCEB3,TCEB3
PITHD1,C1orf128,PITHD1,PITHD1,C1orf128,PITHD1
PITHD1,HT014,PITHD1,PITHD1,C1orf128,PITHD1
PITHD1,TXNL1CL,PITHD1,PITHD1,C1orf128,PITHD1
LYPLA2,APT-2,LYPLA2,LYPLA2,LYPLA2,LYPLA2
LYPLA2,APT2,LYPLA2,LYPLA2,LYPLA2,LYPLA2
LYPLA2,DJ886K2.4,LYPLA2,LYPLA2,LYPLA2,LYPLA2
GALE,SDR1E1,GALE,GALE,GALE,GALE
HMGCL,HL,HMGCL,HMGCL,HMGCL,HMGCL
FUCA1,FUCA,FUCA1,FUCA1,FUCA1,FUCA1
CNR2,CB-2,CNR2,NA,NA,CNR2
CNR2,CB2,CNR2,NA,NA,CNR2
CNR2,CX5,CNR2,NA,NA,CNR2
PNRC2,-,PNRC2,PNRC2,PNRC2,PNRC2
SRSF10,FUSIP1,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,FUSIP2,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,NSSR,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,PPP1R149,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,SFRS13,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,SFRS13A,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,SRP38,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,SRRP40,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,TASR,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,TASR1,SRSF10,SRSF10,FUSIP1,SRSF10
SRSF10,TASR2,SRSF10,SRSF10,FUSIP1,SRSF10
MYOM3,-,MYOM3,NA,NA,MYOM3
IL22RA1,CRF2-9,IL22RA1,NA,NA,IL22RA1
IL22RA1,IL22R,IL22RA1,NA,NA,IL22RA1
IL22RA1,IL22R1,IL22RA1,NA,NA,IL22RA1
IFNLR1,CRF2/12,IFNLR1,IFNLR1,NA,IFNLR1
IFNLR1,IFNLR,IFNLR1,IFNLR1,NA,IFNLR1
IFNLR1,IL-28R1,IFNLR1,IFNLR1,NA,IFNLR1
IFNLR1,IL28RA,IFNLR1,IFNLR1,NA,IFNLR1
IFNLR1,LICR2,IFNLR1,IFNLR1,NA,IFNLR1
GRHL3,SOM,GRHL3,NA,NA,GRHL3
GRHL3,TFCP2L4,GRHL3,NA,NA,GRHL3
GRHL3,VWS2,GRHL3,NA,NA,GRHL3
STPG1,C1orf201,STPG1,STPG1,C1orf201,STPG1
STPG1,MAPO2,STPG1,STPG1,C1orf201,STPG1
NIPAL3,DJ462O23.2,NIPAL3,NIPAL3,NA,NIPAL3
NIPAL3,NPAL3,NIPAL3,NIPAL3,NA,NIPAL3
RCAN3,DSCR1L2,RCAN3,RCAN3,RCN3,RCAN3
RCAN3,MCIP3,RCAN3,RCAN3,RCN3,RCAN3
RCAN3,RCN3,RCAN3,RCAN3,RCN3,RCAN3
RCAN3,HRCN3,RCAN3,RCAN3,RCN3,RCAN3
NCMAP,C1orf130,NCMAP,NCMAP,NA,NCMAP
NCMAP,MP11,NCMAP,NCMAP,NA,NCMAP
SRRM1,160-KD,SRRM1,SRRM1,SRRM1,SRRM1
SRRM1,POP101,SRRM1,SRRM1,SRRM1,SRRM1
SRRM1,SRM160,SRRM1,SRRM1,SRRM1,SRRM1
CLIC4,CLIC4L,CLIC4,CLIC4,CLIC4,CLIC4
CLIC4,H1,CLIC4,CLIC4,CLIC4,CLIC4
CLIC4,MTCLIC,CLIC4,CLIC4,CLIC4,CLIC4
CLIC4,HUH1,CLIC4,CLIC4,CLIC4,CLIC4
CLIC4,P64H1,CLIC4,CLIC4,CLIC4,CLIC4
RUNX3,AML2,RUNX3,NA,NA,RUNX3
RUNX3,CBFA3,RUNX3,NA,NA,RUNX3
RUNX3,PEBP2AC,RUNX3,NA,NA,RUNX3
SYF2,CBPIN,SYF2,SYF2,SYF2,SYF2
SYF2,NTC31,SYF2,SYF2,SYF2,SYF2
SYF2,P29,SYF2,SYF2,SYF2,SYF2
SYF2,FSAP29,SYF2,SYF2,SYF2,SYF2
RSRP1,C1orf63,RSRP1,RSRP1,C1orf63,RSRP1
RSRP1,NPD014,RSRP1,RSRP1,C1orf63,RSRP1
RHD,CD240D,RHD,NA,NA,RHD
RHD,DIIIC,RHD,NA,NA,RHD
RHD,RH,RHD,NA,NA,RHD
RHD,RH30,RHD,NA,NA,RHD
RHD,RHCED,RHD,NA,NA,RHD
RHD,RHDVA(TT),RHD,NA,NA,RHD
RHD,RHDEL,RHD,NA,NA,RHD
RHD,RHPII,RHD,NA,NA,RHD
RHD,RHXIII,RHD,NA,NA,RHD
RHD,RH4,RHD,NA,NA,RHD
RHD,RHDCW,RHD,NA,NA,RHD
RHD,RHII,RHD,NA,NA,RHD
RHD,RHK562-II,RHD,NA,NA,RHD
RHD,RHPI,RHD,NA,NA,RHD
TMEM50A,IFNRC,TMEM50A,TMEM50A,TMEM50A,TMEM50A
TMEM50A,SMP1,TMEM50A,TMEM50A,TMEM50A,TMEM50A
RHCE,CD240CE,RHCE,RHCE,NA,RHCE
RHCE,RH,RHCE,RHCE,NA,RHCE
RHCE,RH30A,RHCE,RHCE,NA,RHCE
RHCE,RHC,RHCE,RHCE,NA,RHCE
RHCE,RHCE(152N),RHCE,RHCE,NA,RHCE
RHCE,RHE,RHCE,RHCE,NA,RHCE
RHCE,RHIXB,RHCE,RHCE,NA,RHCE
RHCE,RHNA,RHCE,RHCE,NA,RHCE
RHCE,RHPI,RHCE,RHCE,NA,RHCE
RHCE,RH4,RHCE,RHCE,NA,RHCE
RHCE,RHIVB(J),RHCE,RHCE,NA,RHCE
RHCE,RHVI,RHCE,RHCE,NA,RHCE
RHCE,RHVIII,RHCE,RHCE,NA,RHCE
TMEM57,NA,MACO1,MACO1,TMEM57,TMEM57
LDLRAP1,ARH,LDLRAP1,LDLRAP1,LDLRAP1,LDLRAP1
LDLRAP1,ARH1,LDLRAP1,LDLRAP1,LDLRAP1,LDLRAP1
LDLRAP1,ARH2,LDLRAP1,LDLRAP1,LDLRAP1,LDLRAP1
LDLRAP1,FHCB1,LDLRAP1,LDLRAP1,LDLRAP1,LDLRAP1
LDLRAP1,FHCB2,LDLRAP1,LDLRAP1,LDLRAP1,LDLRAP1
LDLRAP1,FHCL4,LDLRAP1,LDLRAP1,LDLRAP1,LDLRAP1
MAN1C1,HMIC,MAN1C1,MAN1C1,MAN1C1,MAN1C1
MAN1C1,MAN1A3,MAN1C1,MAN1C1,MAN1C1,MAN1C1
MAN1C1,MAN1C,MAN1C1,MAN1C1,MAN1C1,MAN1C1
MAN1C1,PP6318,MAN1C1,MAN1C1,MAN1C1,MAN1C1
SEPN1,NA,SELENON,SELENON,SEPN1,SEPN1
MTFR1L,FAM54B,MTFR1L,MTFR1L,NA,MTFR1L
MTFR1L,HYST1888,MTFR1L,MTFR1L,NA,MTFR1L
MTFR1L,MST116,MTFR1L,MTFR1L,NA,MTFR1L
MTFR1L,MSTP116,MTFR1L,MTFR1L,NA,MTFR1L
AUNIP,AIBP,AUNIP,AUNIP,NA,AUNIP
AUNIP,C1orf135,AUNIP,AUNIP,NA,AUNIP
PAQR7,MPRA,PAQR7,PAQR7,PAQR7,PAQR7
PAQR7,PGLP,PAQR7,PAQR7,PAQR7,PAQR7
PAQR7,MSR,PAQR7,PAQR7,PAQR7,PAQR7
