gene_symbol,Howard_pvalue,gene_name.x,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,gene_name.y,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
NEGR1,3.5506e-15,neuronal growth regulator 1,++++,-+-+--+-,++-+++,0.078261965468369,0.684389496777752,+,0.157,0.805419253777384,0.026356835,Ding,42.1,1,-0.0416,0.496,0.974,neuronal growth regulator 1,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Cholinergic and monoaminergic neurons,3.55482215650572,Cholinergic and monoaminergic neurons,3.43387497988335
TOP1,1.6562e-06,DNA topoisomerase I,----,----+---,+-++-+,0.69021311542164,0.0814907508524159,-,0.163,0.787861684942111,0.047453352,Labonte,43.8,1,-0.0416,0.496,0.618,DNA topoisomerase I,VIIIA,VIIIA <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.33332609832124,Enteric neurons,2.45826485904618
CDH22,1.8821e-07,cadherin 22,+-+-,+---++++,+++--+,0.0846956791115012,0.314241844299354,+,0.169,0.771108749682979,0.012128409,Labonte,45.6,1,-0.0416,0.496,0.324,cadherin 22,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.41250955554672,Cholinergic and monoaminergic neurons,4.79293229388837
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++++,++-++++-,++---+,0.0852837486800338,0.703398115695881,+,0.171,0.768103722652675,0.031092416,Ding,45.9,1,-0.0416,0.496,0.978,myocyte enhancer factor 2C,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Telencephalon projecting excitatory neurons,5.2629976262473,Telencephalon projecting excitatory neurons,5.72876305964627
ASCC3,8.9097e-08,activating signal cointegrator 1 complex subunit 3,++-+,+++-----,-+-+++,0.085607252569421,0.451943235664431,+,0.171,0.766459445062448,0.032353184,Ding,46.1,1,-0.0416,0.496,0.774,activating signal cointegrator 1 complex subunit 3,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.90406630195862,Enteric neurons,2.8330673764006
RANGAP1,3.067e-08,Ran GTPase activating protein 1,+-+-,+-+++-++,++----,0.137629109701429,0.0874554089651599,-,0.175,0.757183329331193,0.00819691,Ding,47.1,1,-0.0416,0.496,0.525,Ran GTPase activating protein 1,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
PRSS16,6.4148e-09,serine protease 16,+++-,Missing_P_Values,Filtered_Out,0.0906080123622566,0.594565067339798,+,0.181,0.741803400799863,0.0485019815685789,Ramaker,48.7,1,-0.0416,0.496,0.734,serine protease 16,postcentral gyrus superior lateral aspect of gyrus,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  < parietal lobe,Telencephalon projecting excitatory neurons,4.03171025588552,Sympathetic noradrenergic neurons,4.25160226046541
HIST1H3I,6.378e-10,Not_Available,-+++,Not_Available,Filtered_Out,0.0906276246535092,0.89584198979679,+,0.181,0.741709407035259,0.0921984838094183,Ramaker,48.8,1,-0.0416,0.496,0.451,Not_Available,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Satellite glia,3.0188723698569,Satellite glia,3.24844635290804
MARCH10,2.7587e-07,Not_Available,++--,+-++++-+,Not_Available,0.23977682858731,0.0922953694317905,-,0.185,0.733790091833059,0.017448756,Labonte,49.7,1,-0.0416,0.496,0.2,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.53509742832154,Ependymal cells,5.90134026945877
PLA2R1,3.9805e-07,phospholipase A2 receptor 1,---+,--+-+++-,Filtered_Out,0.951332727336313,0.0925348972425539,-,0.185,0.732664457308111,0.001639741,Labonte,49.8,1,-0.0416,0.496,0.687,phospholipase A2 receptor 1,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Vascular smooth muscle cells,4.20559977089751,Vascular smooth muscle cells,3.97582009590131
PPID,2.4066e-06,peptidylprolyl isomerase D,-++-,+++++-++,---+-+,0.092666679826443,0.324449024194101,+,0.185,0.732046401462592,0.003648034,Ding,49.9,1,-0.0416,0.496,0.116,peptidylprolyl isomerase D,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,2.60298835761731,Sympathetic noradrenergic neurons,4.06860690350549
C7orf72,8.2601e-07,Not_Available,Not_Available,Not_Available,Not_Available,0.90896078459965,0.093414239801267,-,0.187,0.728556920442824,0.103720690159248,Ramaker,50.3,1,-0.0416,0.496,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Ependymal cells,4.24085511420831,Peripheral sensory non-peptidergic neurons,4.43276936085343
CDH9,9.6964e-07,cadherin 9,-+++,+---+++-,++--++,0.0950569460326557,0.973894242626575,+,0.19,0.720986147064752,0.028128689,Labonte,51.1,1,-0.0416,0.496,0.0139,cadherin 9,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Dentate gyrus granule neurons,4.0007858698079,Dentate gyrus granule neurons,3.53243921491756
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++++,---+++++,++----,0.153424360130076,0.0951809108234005,-,0.19,0.720420147919465,0.027298127,Not_Available,51.2,1,-0.0416,0.496,0.717,RNA binding fox-1 homolog 1,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00782697103188,Peripheral sensory non-peptidergic neurons,3.48888258302817
HIST1H1B,9.9717e-14,Not_Available,-++-,Not_Available,Filtered_Out,0.663388971088094,0.102732348035466,-,0.205,0.687262789937512,0.0614479203832831,Ramaker,55.3,1,-0.0416,0.496,0.491,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZNF322,3.7203e-07,zinc finger protein 322,-+++,--++-+++,++++-+,0.103229947325262,0.990829224458637,+,0.206,0.685164298601101,0.051821349,Labonte,55.5,1,-0.0416,0.496,0.256,zinc finger protein 322,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Cholinergic and monoaminergic neurons,3.00407509957772,Cholinergic and monoaminergic neurons,2.88376454481502
FAM120AOS,2.4238e-06,family with sequence similarity 120A opposite strand,+++-,++++-++-,Not_Available,0.104648683865314,0.817146927495769,+,0.209,0.679236233616649,0.036167336,Labonte,56.3,1,-0.0416,0.496,0.504,family with sequence similarity 120A opposite strand,caudal group of intralaminar nuclei,caudal group of intralaminar nuclei <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,caudal group of intralaminar nuclei < dorsal thalamus,Not_Available,Not_Available,Not_Available,Not_Available
ZNF660,2.4714e-10,zinc finger protein 660,++-+,--------,Filtered_Out,0.844953156531335,0.106222681914241,-,0.212,0.672752742031173,0.128692417,Labonte,57.1,1,-0.0416,0.496,0.142,zinc finger protein 660,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
ADCK3,1.4274e-08,Not_Available,Not_Available,Not_Available,Not_Available,0.107656704240754,0.788892614402041,+,0.215,0.666928923970257,0.0806071862210952,Ramaker,57.9,1,-0.0416,0.496,Not_Available,Not_Available,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.95998324764065,Sympathetic noradrenergic neurons,3.10916895544605
HIST1H2BL,3.5412e-12,Not_Available,++-+,+++++++-,Not_Available,0.107962595177835,0.965658130487545,+,0.216,0.665696688864034,0.05860949,Labonte,58.1,1,-0.0416,0.496,0.0554,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Non-glutamatergic neuroblasts,3.5840721171813,Non-glutamatergic neuroblasts,3.57586137470859
ZNF445,3.5346e-10,zinc finger protein 445,++--,--+-+---,++++++,0.38357337102133,0.108186715413777,-,0.216,0.664796068673596,0.031563494,Labonte,58.2,1,-0.0416,0.496,0.138,zinc finger protein 445,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Ependymal cells,2.52523202936322,Enteric neurons,2.82039486606516
FH,1.4717e-06,fumarate hydratase,+++-,+++++++-,-+-+-+,0.111680360411602,0.34668860412132,+,0.223,0.650993197512186,0.002341199,Ding,60.1,1,-0.0416,0.496,0.609,fumarate hydratase,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,2.1607250056768,Sympathetic cholinergic neurons,3.39436911319744
CDH13,1.5938e-11,cadherin 13,-+++,---++-+-,+++--+,0.317063188003673,0.119975521369259,-,0.24,0.619877358444208,0.00394136,Labonte,64.5,1,-0.0416,0.496,0.826,cadherin 13,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,5.0996074260216,Cholinergic and monoaminergic neurons,5.54202884977809
SF3B1,1.7831e-08,splicing factor 3b subunit 1,-+-+,+++-+---,+--+++,0.120309708391613,0.375467045848693,+,0.241,0.618669330189991,0.010551779,Ding,64.7,1,-0.0416,0.496,0.542,splicing factor 3b subunit 1,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,1.95965373686169,Enteric neurons,2.7602558536192
GINM1,2.537e-06,glycoprotein integral membrane 1,-+--,+++++---,+--+++,0.12065995251492,0.525490542306305,+,0.241,0.617406854269874,0.048364513,Not_Available,64.9,1,-0.0416,0.496,0.416,glycoprotein integral membrane 1,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
SOX6,4.167e-07,SRY-box transcription factor 6,-+-+,+++-+---,Filtered_Out,0.889134071527631,0.121267284937784,-,0.243,0.615226350108452,0.068401631,Labonte,65.2,1,-0.0416,0.496,0.933,SRY-box transcription factor 6,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Oligodendrocyte precursor cells,3.45783989482686,Oligodendrocyte precursor cells,3.77243808724271
HIST1H2BN,6.9e-17,Not_Available,----,----++++,Filtered_Out,0.121678924451733,0.251290727079287,+,0.243,0.613754642103879,0.005129735,Labonte,65.5,1,-0.0416,0.496,0.121,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Non-glutamatergic neuroblasts,4.20253334705021,Non-glutamatergic neuroblasts,4.23101334443968
EPHB2,1.0438e-06,EPH receptor B2,--+-,---+--+-,+++---,0.824549074954356,0.123220522053825,-,0.246,0.608286959880127,0.039052528,Ding,66.3,1,-0.0416,0.496,0.805,EPH receptor B2,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
CDK14,2.9335e-07,cyclin dependent kinase 14,++++,++-+-+++,+----+,0.125496309152701,0.839692713956013,+,0.251,0.600339050934787,0.029788858,Not_Available,67.5,1,-0.0416,0.496,0.772,cyclin dependent kinase 14,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.61532643878443,Cholinergic and monoaminergic neurons,3.23817115049914
CCS,2.3011e-06,copper chaperone for superoxide dismutase,+---,--+-++++,++-++-,0.12578309384101,0.804113040307686,+,0.252,0.599347731628704,0.014563279,Labonte,67.7,1,-0.0416,0.496,0.214,copper chaperone for superoxide dismutase,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
KYNU,2.379e-06,kynureninase,+--+,-++++-++,Filtered_Out,0.128071927792368,0.829221244341807,+,0.256,0.591516057580533,0.067972359,Labonte,68.9,1,-0.0416,0.496,0.993,kynureninase,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Vascular and leptomeningeal cells,3.61264722925713,Peripheral sensory neurofilament neurons,5.61856084128691
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,+++-,--+-+---,Not_Available,0.134380617497091,0.741629241453822,+,0.269,0.570633371935905,0.0764584991503933,Ramaker,72.3,1,-0.0416,0.496,0.26,dihydrolipoamide S-succinyltransferase,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.72501634524872,Peripheral sensory neurofilament neurons,4.18562972777196
GTF2IRD1,2.1525e-08,GTF2I repeat domain containing 1,----,+---++++,-+++--,0.62820627180728,0.139957262614853,-,0.28,0.552974564686982,0.036537339,Labonte,75.3,1,-0.0416,0.496,0.528,GTF2I repeat domain containing 1,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Choroid epithelial cells,2.2685867220929,Enteric neurons,3.45766991804651
BCHE,2.3883e-07,butyrylcholinesterase,----,++++----,-+-+++,0.358570086536841,0.141130371436513,-,0.282,0.549349519795597,0.0244277379407601,Ramaker,75.9,1,-0.0416,0.496,0.992,butyrylcholinesterase,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
FNIP2,7.2185e-07,folliculin interacting protein 2,-+++,-+-+--+-,Not_Available,0.142151169055208,0.911893182960558,+,0.284,0.546219568644851,0.076117337,Labonte,76.5,1,-0.0416,0.496,0.742,folliculin interacting protein 2,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.55076681065805,Sympathetic cholinergic neurons,2.74557029806866
CTNNA3,1.6889e-10,catenin alpha 3,----,-+++---+,Filtered_Out,0.681716723299895,0.14383057759058,-,0.288,0.541118779852679,0.064947203,Labonte,77.4,1,-0.0416,0.496,0.707,catenin alpha 3,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Schwann cells,4.05310093471503,Schwann cells,4.05876404985967
DCDC1,7.4612e-09,doublecortin domain containing 1,++-+,+++++---,Filtered_Out,0.144653897013115,0.967216190467961,+,0.289,0.538639866189596,0.026863188,Labonte,77.8,1,-0.0416,0.496,Not_Available,doublecortin domain containing 1,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
DCDC5,2.4868e-09,Not_Available,Not_Available,Not_Available,Not_Available,0.144653897013115,0.967216190467961,+,0.289,0.538639866189596,0.026863188,Labonte,77.8,1,-0.0416,0.496,0.306,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,-++-,-++++++-,Filtered_Out,0.145318625799592,0.955352591012771,+,0.291,0.536648722016222,0.01969796,Labonte,78.2,1,-0.0416,0.496,0.374,zinc finger and SCAN domain containing 12,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,2.51879530482849,Sympathetic cholinergic neurons,3.51776534571152
LTBP3,8.1362e-07,latent transforming growth factor beta binding protein 3,----,----++-+,+-+--+,0.522726337843833,0.146068578520427,-,0.292,0.534413201425898,0.027174725,Labonte,78.6,1,-0.0416,0.496,0.827,latent transforming growth factor beta binding protein 3,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Choroid epithelial cells,4.66919716502908,Choroid epithelial cells,4.40627315983146
RAB27B,1.3862e-09,"RAB27B, member RAS oncogene family",++++,++-++++-,Filtered_Out,0.147049348408597,0.924760544701681,+,0.294,0.531506899894005,0.146900342,Labonte,79.1,1,-0.0416,0.496,0.948,"RAB27B, member RAS oncogene family",parahippocampal gyrus lateral bank of gyrus,parahippocampal gyrus lateral bank of gyrus <  parahippocampal gyrus  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,parahippocampal gyrus lateral bank of gyrus <  parahippocampal gyrus  < limbic lobe,Cholinergic and monoaminergic neurons,4.79270573437319,Peripheral sensory non-peptidergic neurons,5.27957924833239
TRMT61A,3.682e-09,tRNA methyltransferase 61A,+-+-,+++--++-,Not_Available,0.147806786200904,0.467427682826563,+,0.296,0.529275630209908,0.022484129,Labonte,79.5,1,-0.0416,0.496,0.267,tRNA methyltransferase 61A,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.59218425815502,Sympathetic cholinergic neurons,4.17273728456568
LRFN5,2.0372e-12,leucine rich repeat and fibronectin type III domain containing 5,++++,----+---,++++--,0.269207481699906,0.152881651444984,-,0.306,0.514614638965345,0.070474956,Labonte,82.3,1,-0.0416,0.496,0.77,leucine rich repeat and fibronectin type III domain containing 5,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Di- and mesencephalon excitatory neurons,2.2127027690198,Peripheral sensory non-peptidergic neurons,2.43755385014259
AP3B1,3.1457e-07,adaptor related protein complex 3 subunit beta 1,-+--,++++---+,----+-,0.624365268475147,0.154921158914857,-,0.31,0.508859267193902,0.028254588,Ding,83.3,1,-0.0416,0.496,0.379,adaptor related protein complex 3 subunit beta 1,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,2.82888960953247,Sympathetic noradrenergic neurons,2.41682075189858
HIST1H3J,1.093e-14,Not_Available,-+--,Not_Available,Filtered_Out,0.84951786767612,0.155388110518778,-,0.311,0.507552218530235,0.158835307431553,Ramaker,83.6,1,-0.0416,0.496,0.0751,Not_Available,VI,VI <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Non-glutamatergic neuroblasts,4.30801622374329,Non-glutamatergic neuroblasts,4.7069109016322
RHOBTB1,1.5668e-06,Rho related BTB domain containing 1,--++,++++--+-,+-----,0.707118369077877,0.157851270608574,-,0.316,0.500721922282179,0.003864981,Ding,84.9,1,-0.0416,0.496,0.884,Rho related BTB domain containing 1,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.6627217371282,Pericytes,3.79887133588337
BTN1A1,7.3965e-09,butyrophilin subfamily 1 member A1,++-+,Not_Available,Filtered_Out,0.158082663212809,0.353979310082038,+,0.316,0.500085760487681,0.0830296094042838,Ramaker,85,1,-0.0416,0.496,0.0995,butyrophilin subfamily 1 member A1,CA2 field,CA2 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA2 field <  hippocampal formation  < limbic lobe,Di- and mesencephalon inhibitory neurons,3.97528722444647,Di- and mesencephalon inhibitory neurons,4.33940339359627
PCDHA4,3.5744e-07,protocadherin alpha 4,++-+,+++++--+,Not_Available,0.158913881800866,0.881317669553465,+,0.318,0.497808168008519,0.013924381,Labonte,85.5,1,-0.0416,0.496,Not_Available,protocadherin alpha 4,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.26507021155604,Enteric neurons,4.16640383809155
NICN1,5.9884e-07,nicolin 1,+---,+---++++,-++---,0.859036488708294,0.161733195952052,-,0.323,0.490170835764428,0.0625607891308543,Ramaker,87,1,-0.0416,0.496,0.231,nicolin 1,fusiform gyrus bank of cos,fusiform gyrus bank of cos <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus bank of cos <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.71992601052375,Sympathetic noradrenergic neurons,2.48723259765726
TMEM161B,4.7697e-14,transmembrane protein 161B,++++,+++-----,+---++,0.553924944701384,0.165764207677839,-,0.332,0.479479242211551,0.022864065,Labonte,89.2,1,-0.0416,0.496,0.572,transmembrane protein 161B,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.22836876819358,Hindbrain neurons,3.25705381699828
PRR34,5.588e-08,PRR34 long non-coding RNA,----,+-+++-++,Filtered_Out,0.497564978838075,0.166203847006077,-,0.332,0.478328932456067,0.031395216,Labonte,89.4,1,-0.0416,0.496,0.233,PRR34 long non-coding RNA,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Not_Available,Not_Available,Not_Available,Not_Available
EYS,1.3196e-06,eyes shut homolog,++-+,+--++++-,Not_Available,0.167330540367084,0.646627710460317,+,0.335,0.475394790794843,0.063425252,Labonte,90,1,-0.0416,0.496,0.00999,eyes shut homolog,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
PMFBP1,3.6451e-07,polyamine modulated factor 1 binding protein 1,++-+,+-+-+--+,Filtered_Out,0.888706689257392,0.171459749791579,-,0.343,0.464807818703706,0.0954381960580506,Ramaker,92.2,1,-0.0416,0.496,0.356,polyamine modulated factor 1 binding protein 1,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Cholinergic and monoaminergic neurons,3.63211686499626,Peripheral sensory neurofilament neurons,5.32364599048966
TYR,6.9688e-09,tyrosinase,+--+,Not_Available,Filtered_Out,0.17247598626465,0.85069358050217,+,0.345,0.462241367296191,0.186227830353563,Ramaker,92.8,1,-0.0416,0.496,0.504,tyrosinase,inferior temporal gyrus lateral bank of gyrus,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  < temporal lobe,Spinal cord inhibitory neurons,5.07894124481043,Spinal cord inhibitory neurons,5.43895820048014
EMILIN3,3.3685e-09,elastin microfibril interfacer 3,++++,----++++,-++---,0.174863625294767,0.574723697244458,+,0.35,0.456270526342255,0.02957294,Ding,94.1,1,-0.0416,0.496,0.351,elastin microfibril interfacer 3,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Hindbrain neurons,4.9238999417661,Peripheral sensory peptidergic neurons,3.998151794001
DRD2,5.3507e-14,dopamine receptor D2,+-++,--+++--+,Not_Available,0.760185819346568,0.179405729778067,-,0.359,0.445133695108102,0.01596144,Labonte,96.5,1,-0.0416,0.496,0.439,dopamine receptor D2,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon projecting inhibitory neurons,5.03265317639234,Telencephalon projecting inhibitory neurons,5.48879160941623
ACTL8,6.0564e-07,actin like 8,+-+-,Not_Available,Filtered_Out,0.676030158627539,0.182227952011951,-,0.364,0.438355010000539,0.133055909316118,Ramaker,98,1,-0.0416,0.496,0.466,actin like 8,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
