gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
EPHB2,1.04e-06,EPH receptor B2,--,++--,+-,0.783843139041854,0.205261179170038,-,0.411,0.386663184855641,0.135571822,Labonte,110,1,-0.00264,0.966,0.805,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
PAX5,6.67e-10,paired box 5,-+,Missing_P_Values,Filtered_Out,0.210863180304876,0.789136819695124,+,0.422,0.374969251938534,0.421726360609752,Ramaker,113,1,-0.00264,0.966,0.983,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Cholinergic and monoaminergic neurons,5.00774337238289,Cholinergic and monoaminergic neurons,5.46886575678045
SEMA6D,4.1e-09,semaphorin 6D,--,+-++,++,0.213750362727566,0.225771497392269,+,0.428,0.369063143951264,0.0438794353217298,Ramaker,115,1,-0.00264,0.966,0.981,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Hindbrain neurons,2.92414767067453,Sympathetic cholinergic neurons,3.0507872490882
RFTN2,5.41e-07,raftlin family member 2,--,++--,++,0.635411661288998,0.213945233605601,-,0.428,0.368667388869394,0.0661372264719859,Ramaker,115,1,-0.00264,0.966,0.444,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.07228894242944,Enteric glia,3.28226436108575
MEF2C,1.58e-12,myocyte enhancer factor 2C,++,---+,--,0.788411481754888,0.214546351636164,-,0.429,0.36744887058853,0.048153752,Labonte,115,1,-0.00264,0.966,0.978,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Telencephalon projecting excitatory neurons,5.2629976262473,Telencephalon projecting excitatory neurons,5.72876305964627
ZMAT2,2.44e-06,zinc finger matrin-type 2,++,+++-,--,0.54002817064238,0.2160535529322,-,0.432,0.36440859179494,0.028823408,Ding,116,1,-0.00264,0.966,0.203,putamen,putamen <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,putamen <  striatum  < basal ganglia,Telencephalon projecting excitatory neurons,2.96086767032053,Sympathetic cholinergic neurons,3.38506255416219
TAOK3,1.49e-08,TAO kinase 3,-+,--++,-+,0.21686599866916,0.876571157929903,+,0.434,0.362778537835381,0.068643352,Ding,117,1,-0.00264,0.966,0.531,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,2.87097751733794,Peripheral sensory non-peptidergic neurons,2.71069151956007
MGAT4C,1.22e-06,MGAT4 family member C,--,-+--,++,0.218531255211033,0.314234567597402,+,0.437,0.359456444059626,0.017645921,Labonte,118,1,-0.00264,0.966,0.272,dorsal motor nucleus of the vagus,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.24420568019863,Cholinergic and monoaminergic neurons,3.66053389443231
ZSCAN16,6.65e-13,zinc finger and SCAN domain containing 16,-+,++++,Filtered_Out,0.220595439677677,0.520195460023436,+,0.441,0.355373474215945,0.133811503,Labonte,119,1,-0.00264,0.966,0.612,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Not_Available,Not_Available,Not_Available,Not_Available
MARK3,2.68e-07,microtubule affinity regulating kinase 3,-+,+-+-,++,0.221029072517506,0.867702483436013,+,0.442,0.354520603033151,0.058120691,Labonte,119,1,-0.00264,0.966,0.125,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.44971169933105,Peripheral sensory neurofilament neurons,2.27828077755344
GPC5,1.35e-07,glypican 5,+-,-+-+,-+,0.224165600508934,0.480040858964731,+,0.448,0.348401035931516,0.019750168,Labonte,121,1,-0.00264,0.966,0.768,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Astrocytes,3.27197638308806,Peripheral sensory non-peptidergic neurons,4.29845432769986
USP3,2.49e-06,ubiquitin specific peptidase 3,--,++--,-+,0.224815454593703,0.857262861352538,+,0.45,0.347143841504555,0.063654401,Ding,121,1,-0.00264,0.966,0.564,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.61965211656607,Enteric neurons,3.21797612618307
TMEM106B,1.22e-12,transmembrane protein 106B,--,++--,++,0.444530634731364,0.229683008416169,-,0.459,0.337841136368012,0.094757944,Labonte,124,1,-0.00264,0.966,0.857,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,3.25405600017945,Cholinergic and monoaminergic neurons,3.26841697346521
FCF1,4.33e-08,FCF1 rRNA-processing protein,-+,+++-,Filtered_Out,0.23088042478445,0.891714566284688,+,0.462,0.335582891550854,0.210619858,Labonte,124,1,-0.00264,0.966,0.395,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,1.82468136186401,Sympathetic noradrenergic neurons,4.46050743918228
FANCL,4.58e-07,FA complementation group L,--,++++,-+,0.23198443758359,0.576090281294339,+,0.464,0.333511152627299,0.10532925,Labonte,125,1,-0.00264,0.966,0.696,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,3.1314143729005,Sympathetic noradrenergic neurons,3.6759759913453
FAM172A,7.75e-10,family with sequence similarity 172 member A,+-,-++-,Not_Available,0.813699633113902,0.23910493017626,-,0.478,0.32038147327976,0.19969668,Labonte,129,1,-0.00264,0.966,0.505,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Oligodendrocytes,2.54488343707848,Peripheral sensory non-peptidergic neurons,2.68221919989064
ACVR1B,5.28e-07,activin A receptor type 1B,+-,--++,+-,0.276537488504307,0.239449483740506,-,0.479,0.319756099306907,0.021268727,Ding,129,1,-0.00264,0.966,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
CTTNBP2,1.26e-07,cortactin binding protein 2,+-,++++,++,0.239646564910167,0.474597013812058,+,0.479,0.319398796133399,0.142620922562963,Ramaker,129,1,-0.00264,0.966,0.808,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,2.60885562836684,Telencephalon projecting excitatory neurons,2.85629697658472
CACNA1E,2.86e-11,calcium voltage-gated channel subunit alpha1 E,+-,-++-,-+,0.597785401519374,0.240822366454835,-,0.482,0.317273184637182,0.078153531,Labonte,130,1,-0.00264,0.966,0.753,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.93957441095919,Telencephalon projecting excitatory neurons,3.11168061889145
DLST,8.87e-10,dihydrolipoamide S-succinyltransferase,+-,++++,Not_Available,0.243566976439899,0.929687951613923,+,0.487,0.312351599365918,0.260601522,Labonte,131,1,-0.00264,0.966,0.26,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.72501634524872,Peripheral sensory neurofilament neurons,4.18562972777196
CACNA2D1,2.52e-06,calcium voltage-gated channel auxiliary subunit alpha2delta 1,+-,-++-,+-,0.896257088837531,0.245446765196132,-,0.491,0.309012691537236,0.147678519,Labonte,132,1,-0.00264,0.966,0.899,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.95873227162061,Enteric neurons,2.70476378072363
ANKS1B,1.5e-06,ankyrin repeat and sterile alpha motif domain containing 1B,+-,--++,-+,0.855936955215299,0.245637054388675,-,0.491,0.308676123533454,0.057039397,Labonte,132,1,-0.00264,0.966,0.695,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Oligodendrocytes,3.46016684887029,Oligodendrocytes,3.62757275479769
TTC12,8.38e-09,tetratricopeptide repeat domain 12,+-,++++,Filtered_Out,0.246001421015654,0.856788340327526,+,0.492,0.308032388543718,0.275195186,Labonte,132,1,-0.00264,0.966,0.704,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.46313766641445,Ependymal cells,5.77921636202419
KIAA1143,5e-07,KIAA1143,+-,++--,--,0.801197670747724,0.246658894313455,-,0.493,0.306873223959674,0.118561363,Labonte,133,1,-0.00264,0.966,0.409,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Telencephalon projecting excitatory neurons,2.24377396293815,Sympathetic noradrenergic neurons,3.10909852231817
FNIP2,7.22e-07,folliculin interacting protein 2,--,+---,Not_Available,0.518636374619165,0.247812759219779,-,0.496,0.304846341052679,0.035121073,Labonte,133,1,-0.00264,0.966,0.742,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.55076681065805,Sympathetic cholinergic neurons,2.74557029806866
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,++,++-+,--,0.252105630036565,0.778032891330465,+,0.504,0.297387459863417,0.160757386359782,Ramaker,136,1,-0.00264,0.966,0.582,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Di- and mesencephalon excitatory neurons,2.62208686879822,Sympathetic cholinergic neurons,4.67423024890706
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.253268214398719,0.950821250897179,+,0.507,0.295389315838154,0.110438212,Labonte,136,1,-0.00264,0.966,0.646,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
SPPL3,2.85e-10,signal peptide peptidase like 3,+-,+-++,Not_Available,0.536323469500627,0.254971403943708,-,0.51,0.292478529023051,0.157570871422634,Ramaker,137,1,-0.00264,0.966,0.373,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.6523698477599,Peripheral sensory neurofilament neurons,2.35524857505318
RANGAP1,3.07e-08,Ran GTPase activating protein 1,-+,+-++,--,0.730219956076495,0.259425235664622,-,0.519,0.284957784412087,0.041305725,Labonte,140,1,-0.00264,0.966,0.525,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
CNTNAP5,3.89e-09,contactin associated protein like 5,+-,--++,Filtered_Out,0.484519505219084,0.261142356372839,-,0.522,0.282092685760476,0.054350763,Labonte,140,1,-0.00264,0.966,0.391,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,+-,++-+,Filtered_Out,0.295956964442435,0.262376748274977,-,0.525,0.28004465893462,0.01659268,Labonte,141,1,-0.00264,0.966,0.45,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Hindbrain neurons,4.01943544922757,Hindbrain neurons,4.10962598131774
EMILIN3,3.37e-09,elastin microfibril interfacer 3,++,---+,-+,0.774460693109107,0.262999408861853,-,0.526,0.279015231999583,0.093005555,Labonte,141,1,-0.00264,0.966,0.351,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Hindbrain neurons,4.9238999417661,Peripheral sensory peptidergic neurons,3.998151794001
SF3B1,1.78e-08,splicing factor 3b subunit 1,--,+++-,+-,0.585100331365472,0.263873451175777,-,0.528,0.27757430713556,0.0675775842609336,Ramaker,142,1,-0.00264,0.966,0.542,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,1.95965373686169,Enteric neurons,2.7602558536192
GRIK5,2.06e-07,glutamate ionotropic receptor kainate type subunit 5,+-,--+-,++,0.263936337697788,0.720742053135179,+,0.528,0.277470818074915,0.128552622,Ding,142,1,-0.00264,0.966,0.327,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,2.8686453598307,Telencephalon projecting excitatory neurons,2.66933952447768
TOPAZ1,3.6e-07,testis and ovary specific PAZ domain containing 1,+-,++++,Not_Available,0.268094695121775,0.732905341293636,+,0.536,0.270681783796384,0.078682223,Labonte,144,1,-0.00264,0.966,Not_Available,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.82217680957343,Peripheral sensory non-peptidergic neurons,4.72309099499653
SIM1,1.47e-06,SIM bHLH transcription factor 1,-+,Not_Available,Filtered_Out,0.269030586635813,0.730969413364187,+,0.538,0.269168345701623,0.538061173271625,Ramaker,145,1,-0.00264,0.966,0.05,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Peptidergic neurons,5.56769688705994,Peptidergic neurons,6.081771755902
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,-+,Not_Available,Filtered_Out,0.270444243105051,0.729555756894949,+,0.541,0.266892263203229,0.540888486210102,Ramaker,145,1,-0.00264,0.966,0.0751,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ASIC2,3.77e-07,acid sensing ion channel subunit 2,+-,---+,Filtered_Out,0.890554767276502,0.272082351637105,-,0.544,0.264269631741092,0.31856727,Labonte,146,1,-0.00264,0.966,0.365,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,4.82497568531923,Peripheral sensory non-peptidergic neurons,3.67800059222537
ANKHD1,2.08e-06,ankyrin repeat and KH domain containing 1,-+,+++-,Filtered_Out,0.27510879880629,0.85792824533715,+,0.55,0.259465523681302,0.136400031,Labonte,148,1,-0.00264,0.966,Not_Available,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
TMEM258,5.55e-07,transmembrane protein 258,-+,+++-,++,0.285509671271839,0.961162468920896,+,0.571,0.243349180339602,0.414347846,Not_Available,154,1,-0.00264,0.966,0.218,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Oligodendrocytes,2.45901448243735,Sympathetic noradrenergic neurons,4.05633443300144
STK19,7.06e-07,serine/threonine kinase 19,-+,--+-,-+,0.286455113695625,0.445699905539819,+,0.573,0.24191342480932,0.13318118,Ding,154,1,-0.00264,0.966,0.0751,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
B3GALTL,5.7e-12,beta 3-glucosyltransferase,+-,--++,+-,0.324132826009099,0.291596363559456,-,0.583,0.23418790065685,0.015471244,Not_Available,157,1,-0.00264,0.966,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PTPRS,2.3e-06,protein tyrosine phosphatase receptor type S,+-,+---,++,0.295004507872205,0.292386722081042,-,0.585,0.23301235786233,0.02752809,Ding,157,1,-0.00264,0.966,0.624,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.52618069083407,Hindbrain neurons,3.41680827717013
ASCC3,8.91e-08,activating signal cointegrator 1 complex subunit 3,+-,----,++,0.293419815030753,0.298453835082693,+,0.587,0.231480565353854,0.023981461,Ding,158,1,-0.00264,0.966,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.90406630195862,Enteric neurons,2.8330673764006
ADCK3,1.43e-08,coenzyme Q8A,+-,+-+-,+-,0.524163498590581,0.295539233563026,-,0.591,0.228354861626703,0.076025187,Not_Available,159,1,-0.00264,0.966,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
STAU1,1.34e-06,staufen double-stranded RNA binding protein 1,+-,+-++,--,0.536273007884244,0.296559595685104,-,0.593,0.226858023410034,0.140360832,Labonte,160,1,-0.00264,0.966,0.258,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Cholinergic and monoaminergic neurons,3.64372187714201,Cholinergic and monoaminergic neurons,2.27957428896524
MARCH10,2.76e-07,membrane associated ring-CH-type finger 10,+-,+-+-,Not_Available,0.613194649360255,0.297531847528576,-,0.595,0.225436545311259,0.108024334,Labonte,160,1,-0.00264,0.966,0.2,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PCDHA3,1.06e-07,protocadherin alpha 3,+-,--++,Filtered_Out,0.726576462515249,0.29866487020154,-,0.597,0.223785861661093,0.216697676425448,Ramaker,161,1,-0.00264,0.966,0.0941,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Cholinergic and monoaminergic neurons,3.82520183583016,Cholinergic and monoaminergic neurons,3.76612977790557
RHOA,7.1e-07,ras homolog family member A,++,++++,+-,0.303104862613717,0.744262880385553,+,0.606,0.217377100665971,0.175603655,Labonte,163,1,-0.00264,0.966,0.68,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
HARS2,1.35e-06,"histidyl-tRNA synthetase 2, mitochondrial",+-,+++-,-+,0.478869326713882,0.3036972345886,-,0.607,0.216529167005765,0.0559353,Ding,163,1,-0.00264,0.966,0.143,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.57552851139088,Cholinergic and monoaminergic neurons,2.17146476079399
UBE2M,8.89e-07,ubiquitin conjugating enzyme E2 M,++,--++,--,0.7493544471047,0.304480465215251,-,0.609,0.215410569834672,0.074216586,Labonte,164,1,-0.00264,0.966,Not_Available,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,Cholinergic and monoaminergic neurons,3.22987670847492,Peripheral sensory neurofilament neurons,3.17743122694966
FHIT,2.74e-07,fragile histidine triad,++,+-++,--,0.304510871763831,0.326727406673807,+,0.609,0.215367201742316,0.05022397,Ding,164,1,-0.00264,0.966,0.884,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
C11orf31,5.11e-07,selenoprotein H,-+,++-+,-+,0.304680583747465,0.673661932965021,+,0.609,0.215125225334915,0.112744233,Not_Available,164,1,-0.00264,0.966,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CABP1,1.01e-08,calcium binding protein 1,++,---+,+-,0.304739702031726,0.36140891432954,+,0.609,0.215040965767869,0.072790356,Ding,164,1,-0.00264,0.966,0.769,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,Not_Available,Not_Available,Not_Available,Not_Available
VRK2,9.97e-09,VRK serine/threonine kinase 2,-+,++++,+-,0.306907456449867,0.87996876344112,+,0.614,0.211962564403077,0.142738844,Labonte,165,1,-0.00264,0.966,0.546,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Microglia,3.92241044956466,Microglia,4.24111531018962
BSN,1.61e-06,bassoon presynaptic cytomatrix protein,+-,+--+,--,0.968701608843059,0.311063026703538,-,0.622,0.206121610883656,0.225051868,Labonte,167,1,-0.00264,0.966,0.646,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.40809003508677,Telencephalon projecting excitatory neurons,3.05486009834863
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,+-,--++,+-,0.463945201233259,0.312030977402494,-,0.624,0.204772292858779,0.057444288,Ding,168,1,-0.00264,0.966,0.53,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.01214474981103,Sympathetic cholinergic neurons,2.97042255583533
PCDHA6,6.79e-07,protocadherin alpha 6,+-,++--,Filtered_Out,0.724980801930267,0.313352943505719,-,0.627,0.20293622570122,0.212448228,Labonte,169,1,-0.00264,0.966,0.054,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
DCC,2.57e-14,DCC netrin 1 receptor,+-,+++-,Filtered_Out,0.540288905338037,0.319070839039377,-,0.638,0.195082889966987,0.116568347,Labonte,172,1,-0.00264,0.966,0.787,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting inhibitory neurons,3.58691690189963,Telencephalon projecting inhibitory neurons,3.86850836475096
SLC17A3,1.67e-07,solute carrier family 17 member 3,--,Not_Available,Filtered_Out,0.674542541072608,0.325457458927392,-,0.651,0.186475775058558,0.650914917854783,Ramaker,175,1,-0.00264,0.966,0.541,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.85702161027097,Telencephalon projecting excitatory neurons,5.30564455534324
PCDHA1,5.44e-08,protocadherin alpha 1,+-,+++-,Not_Available,0.822009013106908,0.328591133347813,-,0.657,0.182314164013821,0.265152096252862,Ramaker,177,1,-0.00264,0.966,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
OTX2,8.91e-07,orthodenticle homeobox 2,-+,Missing_P_Values,Filtered_Out,0.330697754007079,0.669302245992921,+,0.661,0.17953875900092,0.661395508014158,Ramaker,178,1,-0.00264,0.966,0.728,superior colliculus,superior colliculus <  midbrain tectum  <  mesencephalon  < gray matter,superior colliculus < midbrain tectum,Choroid epithelial cells,5.19914973565724,Choroid epithelial cells,5.67783562285583
RPS6KL1,1.01e-07,ribosomal protein S6 kinase like 1,-+,+-++,++,0.331224653991478,0.828326776403843,+,0.662,0.17884734924864,0.094638677,Labonte,178,1,-0.00264,0.966,0.242,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
