gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
HIST1H2BO,9.65e-08,histone cluster 1 H2B family member o,----,Not_Available,Filtered_Out,0.103027985375554,0.237781239556976,+,0.206,0.686014796685668,0.00896995424498176,Ramaker,55.4,1,-0.114,0.0627,0.528,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
METTL9,1.74e-10,methyltransferase like 9,++++,+++++-+-,-++-++,0.723345257962433,0.103861851399739,-,0.208,0.682513944448597,0.019618914,Ding,55.9,1,-0.114,0.0627,0.218,body of caudate nucleus,body of caudate nucleus <  body of the caudate nucleus  <  caudate nucleus  <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,body of the caudate nucleus  <  caudate nucleus  <  striatum  < basal ganglia,Schwann cells,3.2002380803631,Schwann cells,3.07976530243268
SLC30A9,2.62e-07,solute carrier family 30 member 9,-+++,++++--+-,++---+,0.106143094743524,0.588386210961152,+,0.212,0.673078258423076,0.02130154,Labonte,57.1,1,-0.114,0.0627,0.345,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,4.20604828764965,Cholinergic and monoaminergic neurons,2.53826229017514
PCDHA6,6.79e-07,protocadherin alpha 6,++++,+-++----,Filtered_Out,0.107682003763942,0.947398895653894,+,0.215,0.666826875959774,0.0693837433552444,Ramaker,57.9,1,-0.114,0.0627,0.054,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
BEND4,1.3e-07,BEN domain containing 4,-+++,---+----,Not_Available,0.107699861703051,0.360265084199199,+,0.215,0.666754858713437,0.003839183,Labonte,57.9,1,-0.114,0.0627,0.855,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.22990046520913,Cholinergic and monoaminergic neurons,3.2158369602427
NICN1,5.99e-07,nicolin 1,+---,+---++++,-++---,0.111151365716512,0.662348905950517,+,0.222,0.653055201093171,0.0357052524068127,Ramaker,59.8,1,-0.114,0.0627,0.231,fusiform gyrus bank of cos,fusiform gyrus bank of cos <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus bank of cos <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.71992601052375,Sympathetic noradrenergic neurons,2.48723259765726
BAG5,9.18e-07,BCL2 associated athanogene 5,-++-,-+++----,--+-+-,0.112976391726527,0.557857242136038,+,0.226,0.645982304340055,0.018796161,Ding,60.8,1,-0.114,0.0627,0.595,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,-+--,Not_Available,Filtered_Out,0.11342007358013,0.844679676435354,+,0.227,0.644280079641779,0.0676485204982603,Ramaker,61,1,-0.114,0.0627,0.0751,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TMEM161B,4.77e-14,transmembrane protein 161B,++++,+++-----,+---++,0.115671508038722,0.198175701378077,+,0.231,0.635743606710054,0.022864065,Labonte,62.2,1,-0.114,0.0627,0.572,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.22836876819358,Hindbrain neurons,3.25705381699828
TAL1,5.73e-07,"TAL bHLH transcription factor 1, erythroid differentiation factor",---+,++++++++,Filtered_Out,0.682246380110685,0.116370981270885,-,0.233,0.633125307914951,0.031904579881847,Ramaker,62.6,1,-0.114,0.0627,0.888,superior olivary complex,superior olivary complex <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,superior olivary complex < pontine tegmentum,Di- and mesencephalon inhibitory neurons,4.97522784901096,Di- and mesencephalon inhibitory neurons,5.43065221780771
PPID,2.41e-06,peptidylprolyl isomerase D,-++-,+++++-++,---+-+,0.216981829483536,0.11700368025342,-,0.234,0.630770482003403,0.003648034,Ding,62.9,1,-0.114,0.0627,0.116,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,2.60298835761731,Sympathetic noradrenergic neurons,4.06860690350549
DENND1B,1.45e-08,DENN domain containing 1B,++++,-++-++--,+-+-+-,0.118373025659581,0.871281718473197,+,0.237,0.625717255849926,0.056220037,Ding,63.7,1,-0.114,0.0627,0.879,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,Hindbrain neurons,3.41860921719115,Hindbrain neurons,2.8469905646128
TCF4,4.55e-16,transcription factor 4,++-+,-+----+-,+-++-+,0.119787368970932,0.165453595493352,+,0.24,0.62055897823122,0.002236053,Labonte,64.4,1,-0.114,0.0627,0.968,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon inhibitory interneurons,4.0084051754747,Telencephalon inhibitory interneurons,3.77388307459323
RHOBTB1,1.57e-06,Rho related BTB domain containing 1,--++,++++--+-,+-----,0.441554016060436,0.12003015607455,-,0.24,0.619679633526271,0.003864981,Ding,64.6,1,-0.114,0.0627,0.884,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.6627217371282,Pericytes,3.79887133588337
HIST1H3I,6.38e-10,histone cluster 1 H3 family member i,-+++,Not_Available,Filtered_Out,0.843675503186981,0.120517811362364,-,0.241,0.617918768174053,0.0581787480716537,Ramaker,64.8,1,-0.114,0.0627,0.451,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
SERPING1,2.45e-06,serpin family G member 1,++++,---+++++,-++-++,0.122914316533624,0.27133701341358,+,0.246,0.609367533740537,0.00213185191944307,Ramaker,66.1,1,-0.114,0.0627,0.983,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Vascular and leptomeningeal cells,5.32011632751613,Vascular and leptomeningeal cells,4.13708695278917
ZSCAN12,8.58e-11,zinc finger and SCAN domain containing 12,-++-,-++++++-,Filtered_Out,0.123543002459679,0.912474728119556,+,0.247,0.607151852568069,0.01969796,Labonte,66.5,1,-0.114,0.0627,0.374,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,2.51879530482849,Sympathetic cholinergic neurons,3.51776534571152
STK19,7.06e-07,serine/threonine kinase 19,+---,-----+-+,+-++-+,0.575164831169845,0.123550740867118,-,0.247,0.607124650360475,0.026934644,Ding,66.5,1,-0.114,0.0627,0.0751,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
CABP1,1.01e-08,calcium binding protein 1,+-+-,-+--++++,+++---,0.124040342119482,0.156292640994781,+,0.248,0.605407048928113,0.031571787,Labonte,66.7,1,-0.114,0.0627,0.769,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,Not_Available,Not_Available,Not_Available,Not_Available
RANGAP1,3.07e-08,Ran GTPase activating protein 1,+-+-,+-+++-++,++----,0.202625917959948,0.125572014893438,-,0.251,0.600077141459972,0.00819691,Ding,67.6,1,-0.114,0.0627,0.525,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
TMEM258,5.55e-07,transmembrane protein 258,----,+++-++++,---+--,0.855063752666274,0.126579799704641,-,0.253,0.59660560020904,0.023539607,Ding,68.1,1,-0.114,0.0627,0.218,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Oligodendrocytes,2.45901448243735,Sympathetic noradrenergic neurons,4.05633443300144
GINM1,2.54e-06,glycoprotein integral membrane 1,-+--,+++++---,+--+++,0.250455960114172,0.126669795393928,-,0.253,0.596296935289893,0.048364513,Ding,68.1,1,-0.114,0.0627,0.416,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
PCDHA4,3.57e-07,protocadherin alpha 4,++-+,+++++--+,Not_Available,0.128244815800225,0.981747918637974,+,0.256,0.5909301862236,0.013924381,Labonte,69,1,-0.114,0.0627,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.26507021155604,Enteric neurons,4.16640383809155
ZNF322,3.72e-07,zinc finger protein 322,-+++,--++-+++,++++-+,0.128772663747674,0.863092378038019,+,0.258,0.589146324880254,0.0253223896340091,Ramaker,69.3,1,-0.114,0.0627,0.256,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Cholinergic and monoaminergic neurons,3.00407509957772,Cholinergic and monoaminergic neurons,2.88376454481502
FH,1.47e-06,fumarate hydratase,+++-,+++++++-,-+-+-+,0.130599753404517,0.261774663080525,+,0.261,0.58302764742115,0.002341199,Ding,70.3,1,-0.114,0.0627,0.609,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,2.1607250056768,Sympathetic cholinergic neurons,3.39436911319744
AP3B1,3.15e-07,adaptor related protein complex 3 subunit beta 1,-+--,++++---+,----+-,0.131134743887413,0.265389769799736,+,0.262,0.581252231948025,0.028254588,Ding,70.6,1,-0.114,0.0627,0.379,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,2.82888960953247,Sympathetic noradrenergic neurons,2.41682075189858
PAX6,1.67e-09,paired box 6,++++,+-+-----,-----+,0.132235984410342,0.643389318587198,+,0.264,0.577620351725661,0.002175936,Ding,71.1,1,-0.114,0.0627,0.825,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,-+-+,--------,-+---+,0.593464741351839,0.13514828284046,-,0.27,0.568159472300908,0.009448596,Ding,72.7,1,-0.114,0.0627,0.823,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TTC12,8.38e-09,tetratricopeptide repeat domain 12,+---,+++-++-+,Filtered_Out,0.137383701553817,0.97590937031822,+,0.275,0.561034790863515,0.0525867435450556,Ramaker,73.9,1,-0.114,0.0627,0.704,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.46313766641445,Ependymal cells,5.77921636202419
GTF2IRD1,2.15e-08,GTF2I repeat domain containing 1,----,+---++++,-+++--,0.169532795224588,0.142445362551758,-,0.285,0.54532168941244,0.036537339,Labonte,76.6,1,-0.114,0.0627,0.528,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Choroid epithelial cells,2.2685867220929,Enteric neurons,3.45766991804651
RFWD2,7e-09,COP1 E3 ubiquitin ligase,+++-,-++-+++-,+-++--,0.14484127594979,0.763222083744103,+,0.29,0.5380776623452,0.036901,Labonte,77.9,1,-0.114,0.0627,0.202,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CTTNBP2,1.26e-07,cortactin binding protein 2,-+-+,+-+-----,+--++-,0.395007288740154,0.150292837810185,-,0.301,0.522031719515106,0.040096248,Labonte,80.9,1,-0.114,0.0627,0.808,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,2.60885562836684,Telencephalon projecting excitatory neurons,2.85629697658472
PCDHA2,4.57e-08,protocadherin alpha 2,-+-+,-++----+,Filtered_Out,0.150563021998768,0.763312805949213,+,0.301,0.521251681301336,0.056372446,Labonte,81,1,-0.114,0.0627,0.631,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Spinal cord inhibitory neurons,3.62381760574292,Spinal cord inhibitory neurons,3.87457447125714
HIST1H4L,6.17e-11,histone cluster 1 H4 family member l,--+-,Not_Available,Filtered_Out,0.848507994325134,0.152686105753364,-,0.305,0.515170485741864,0.103914549728181,Ramaker,82.1,1,-0.114,0.0627,0.187,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PSEN2,2.68e-06,presenilin 2,+++-,+++-++++,++---+,0.155115450520032,0.251474306104392,+,0.31,0.508314945778394,0.003469663,Ding,83.5,1,-0.114,0.0627,0.438,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,4.51900239926402,Sympathetic cholinergic neurons,2.82785966242627
TYR,6.97e-09,tyrosinase,+--+,Not_Available,Filtered_Out,0.651626163255688,0.162913901050966,-,0.326,0.487011861143827,0.0880713411134,Ramaker,87.6,1,-0.114,0.0627,0.504,inferior temporal gyrus lateral bank of gyrus,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,inferior temporal gyrus lateral bank of gyrus <  inferior temporal gyrus  < temporal lobe,Spinal cord inhibitory neurons,5.07894124481043,Spinal cord inhibitory neurons,5.43895820048014
CDH13,1.59e-11,cadherin 13,-+++,---++-+-,+++--+,0.16679077795658,0.172498509747255,+,0.334,0.476797969984477,0.00394136,Labonte,89.7,1,-0.114,0.0627,0.826,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,5.0996074260216,Cholinergic and monoaminergic neurons,5.54202884977809
CCDC36,6.57e-07,coiled-coil domain containing 36,--++,+++--+-+,Filtered_Out,0.682326718498582,0.169323554875305,-,0.339,0.470252626612229,0.0821214905101832,Ramaker,91.1,1,-0.114,0.0627,0.054,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
NRD1,2.66e-08,nardilysin convertase,++++,++--++--,--+---,0.17271585438118,0.918602659424889,+,0.345,0.461637799054454,0.015242509,Ding,92.9,1,-0.114,0.0627,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TRMT10C,1.08e-07,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",--+-,++++--+-,++--+-,0.174117182545886,0.922898262153726,+,0.348,0.458128373272403,0.017959925,Ding,93.7,1,-0.114,0.0627,0.618,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Schwann cells,2.50977744130317,Sympathetic noradrenergic neurons,3.92726443641264
ITGB6,2.03e-06,integrin subunit beta 6,++--,Missing_P_Values,Filtered_Out,0.174973994289421,0.941606722101872,+,0.35,0.455996498368941,0.163263149778796,Ramaker,94.1,1,-0.114,0.0627,0.971,bed nucleus of stria terminalis,bed nucleus of stria terminalis <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,bed nucleus of stria terminalis <  substantia innominata  < basal forebrain,Choroid epithelial cells,5.16795646015945,Enteric neurons,5.12420563011828
OLFM4,1.7e-12,olfactomedin 4,++++,++-++++-,Filtered_Out,0.653814332007785,0.175526122175587,-,0.351,0.454628246084044,0.0367839607755913,Ramaker,94.4,1,-0.114,0.0627,0.99,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Peptidergic neurons,4.1737192292522,Peptidergic neurons,4.56491232412
MARCH10,2.76e-07,membrane associated ring-CH-type finger 10,++--,+-++++-+,Not_Available,0.245733646185277,0.180265273997097,-,0.361,0.443057931323908,0.017448756,Labonte,97,1,-0.114,0.0627,0.2,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TOP1,1.66e-06,DNA topoisomerase I,----,----+---,+-++-+,0.854661636415674,0.180413220413028,-,0.361,0.442701645508948,0.047453352,Labonte,97.1,1,-0.114,0.0627,0.618,VIIIA,VIIIA <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.33332609832124,Enteric neurons,2.45826485904618
CNTNAP5,3.89e-09,contactin associated protein like 5,-+-+,-+-+++++,Filtered_Out,0.781651317875686,0.181370883047201,-,0.363,0.440402436865004,0.046032215,Labonte,97.6,1,-0.114,0.0627,0.391,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZNF197,2.28e-10,zinc finger protein 197,-+-+,--+-----,Filtered_Out,0.182696373744375,0.88057907826573,+,0.365,0.437240077007769,0.0295405927804167,Ramaker,98.3,1,-0.114,0.0627,0.249,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZSCAN9,8.28e-13,zinc finger and SCAN domain containing 9,-+++,-++-++++,Filtered_Out,0.96500467056964,0.187356734245317,-,0.375,0.42630069658851,0.077200373,Labonte,101,1,-0.114,0.0627,0.315,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
MYBPC3,1.39e-06,"myosin binding protein C, cardiac",-++-,Not_Available,++-++-,0.189329088903468,0.624927239793069,+,0.379,0.421752659364722,0.043225843,Ding,102,1,-0.114,0.0627,0.231,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TCAIM,1.4e-07,"T cell activation inhibitor, mitochondrial",-+++,-++-++--,-++-++,0.193657605730817,0.868988950970218,+,0.387,0.411935446148129,0.059828325,Labonte,104,1,-0.114,0.0627,0.608,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
FAM120A,3.67e-08,family with sequence similarity 120A,---+,----+-+-,+++-++,0.198108117184942,0.277558080412609,+,0.396,0.402067733863564,0.037996298,Labonte,107,1,-0.114,0.0627,0.649,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.35098614265464,Enteric neurons,2.57443704514341
BAZ2B,1.32e-07,bromodomain adjacent to zinc finger domain 2B,----,+-+-+---,--++--,0.200206396993026,0.541723349487529,+,0.4,0.397492054397577,0.013601592,Ding,108,1,-0.114,0.0627,0.588,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.00542632558325,Enteric neurons,3.13509874745176
HSPE1-MOB4,2.29e-07,HSPE1-MOB4 readthrough,+++-,Not_Available,Not_Available,0.202411965690321,0.86977435886204,+,0.405,0.392733821861565,0.222308790823779,Ramaker,109,1,-0.114,0.0627,Not_Available,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Not_Available,Not_Available,Not_Available,Not_Available
ZSCAN26,8.51e-12,zinc finger and SCAN domain containing 26,-+++,++--+++-,---+++,0.998207130381763,0.203332776205414,-,0.407,0.390762614001861,0.134695412,Ding,109,1,-0.114,0.0627,0.22,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,4.0160175318489,Hindbrain neurons,3.89453876391377
ZFHX4,5.27e-09,zinc finger homeobox 4,----,--+-----,+-++++,0.349499881405511,0.209930931619102,-,0.42,0.376893571271532,0.025295412,Ding,113,1,-0.114,0.0627,0.799,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
ELAVL2,9e-08,ELAV like RNA binding protein 2,++++,------+-,---+-+,0.971381931901736,0.210660137776469,-,0.421,0.37538764044857,0.115659082,Ding,113,1,-0.114,0.0627,0.926,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.4912440824609,Cholinergic and monoaminergic neurons,3.95611796344017
GRM5,6.21e-17,glutamate metabotropic receptor 5,++++,-+-+----,Filtered_Out,0.212373564981316,0.602273930765421,+,0.425,0.371869546998299,0.076847424,Labonte,114,1,-0.114,0.0627,0.708,septal nuclei,septal nuclei <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,septal nuclei < basal forebrain,Spinal cord inhibitory neurons,2.45408580251387,Spinal cord inhibitory neurons,2.69070567775424
ERBB4,1.29e-13,erb-b2 receptor tyrosine kinase 4,-+++,++--++--,+-+++-,0.212870511319794,0.3760650711258,+,0.426,0.370854500991185,0.04356264,Labonte,115,1,-0.114,0.0627,0.894,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon inhibitory interneurons,4.38370811436805,Telencephalon inhibitory interneurons,4.76943202691819
NRG1,9.64e-10,neuregulin 1,+++-,-------+,+++++-,0.215374496459338,0.95968882020447,+,0.431,0.365775729249344,0.09318633,Ding,116,1,-0.114,0.0627,0.928,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Not_Available,Not_Available,Not_Available,Not_Available
ZDHHC5,3.47e-08,zinc finger DHHC-type containing 5,+++-,------+-,++----,0.215657127215061,0.713906568095134,+,0.431,0.365206188693726,0.064776592,Ding,116,1,-0.114,0.0627,0.262,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,-+++,-+--++--,-+-+--,0.216651095405567,0.34021287398908,+,0.433,0.363209115131836,0.030551685,Ding,117,1,-0.114,0.0627,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
CHMP3,4e-07,charged multivesicular body protein 3,++++,++++++++,-+--++,0.517481039046873,0.218003794847959,-,0.436,0.360505950790203,0.0395660455940974,Ramaker,117,1,-0.114,0.0627,Not_Available,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,3.76828831495249,Sympathetic cholinergic neurons,3.23083923103447
PAX5,6.67e-10,paired box 5,++++,Missing_P_Values,Filtered_Out,0.220466977007576,0.84613909599619,+,0.441,0.355626457141819,0.1025249117899,Ramaker,119,1,-0.114,0.0627,0.983,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Cholinergic and monoaminergic neurons,5.00774337238289,Cholinergic and monoaminergic neurons,5.46886575678045
EP300,2.3e-07,E1A binding protein p300,-+-+,----++-+,-+++--,0.430413888209784,0.225900381876901,-,0.452,0.345053039255006,0.037458427,Ding,122,1,-0.114,0.0627,0.245,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,3.20828803281745,Enteric neurons,3.85847334346357
