gene_symbol,Howard_pvalue,gene_name.x,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,gene_name.y,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
ELAVL2,9.0043e-08,ELAV like RNA binding protein 2,+-+,-----+,----,0.963506804745186,0.0951845608568044,-,0.19,0.720403493750489,0.074304307,Ding,51.2,1,-0.082,0.18,0.926,ELAV like RNA binding protein 2,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.4912440824609,Cholinergic and monoaminergic neurons,3.95611796344017
HSPE1-MOB4,2.2874e-07,HSPE1-MOB4 readthrough,+++,Not_Available,Not_Available,0.0968152679618286,0.972105229158755,+,0.194,0.713026152516261,0.222308790823779,Ramaker,52.1,1,-0.082,0.18,Not_Available,HSPE1-MOB4 readthrough,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Not_Available,Not_Available,Not_Available,Not_Available
MOB4,6.0861e-07,"MOB family member 4, phocein",-++,++++-+,Not_Available,0.101004212688335,0.961694563934152,+,0.202,0.694630516601457,0.160268535,Labonte,54.3,1,-0.082,0.18,Not_Available,"MOB family member 4, phocein",medial geniculate complex,medial geniculate complex <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,medial geniculate complex < dorsal thalamus,Cholinergic and monoaminergic neurons,3.75319945850413,Sympathetic noradrenergic neurons,2.82015204088842
ZSCAN26,8.5081e-12,zinc finger and SCAN domain containing 26,--+,++----,----,0.998334416218391,0.101307226551543,-,0.203,0.693329578328966,0.134695412,Not_Available,54.5,1,-0.082,0.18,0.22,zinc finger and SCAN domain containing 26,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,4.0160175318489,Hindbrain neurons,3.89453876391377
CABP1,1.014e-08,calcium binding protein 1,++-,-+----,++++,0.101558939723642,0.521292099908864,+,0.203,0.692251846149451,0.061138296,Ding,54.6,1,-0.082,0.18,0.769,calcium binding protein 1,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,Not_Available,Not_Available,Not_Available,Not_Available
PCDHA4,3.5744e-07,protocadherin alpha 4,+-+,++++-+,Not_Available,0.104920929601929,0.814582740172302,+,0.21,0.678107874541229,0.013924381,Labonte,56.4,1,-0.082,0.18,Not_Available,protocadherin alpha 4,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.26507021155604,Enteric neurons,4.16640383809155
BTN3A2,3.9579e-13,butyrophilin subfamily 3 member A2,+--,+-+---,--+-,0.956530017546356,0.106109579665183,-,0.212,0.673215410180957,0.0782471868273063,Ramaker,57.1,1,-0.082,0.18,0.845,butyrophilin subfamily 3 member A2,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
ZKSCAN3,1.1575e-08,zinc finger with KRAB and SCAN domains 3,+-+,+-+-++,Filtered_Out,0.107466995538984,0.910760393386869,+,0.215,0.667694896885277,0.064166739,Labonte,57.8,1,-0.082,0.18,0.289,zinc finger with KRAB and SCAN domains 3,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Choroid epithelial cells,2.97874457276878,Enteric neurons,3.02516222227187
PRR16,1.185e-06,proline rich 16,+++,-++-+-,Filtered_Out,0.107746095105985,0.697852338041502,+,0.215,0.666568464757572,0.0858991586017684,Ramaker,58,1,-0.082,0.18,0.87,proline rich 16,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
METTL9,1.7424e-10,methyltransferase like 9,+++,++++-+,-+++,0.109117813873721,0.99087223673584,+,0.218,0.661074347830893,0.038116292,Ding,58.7,1,-0.082,0.18,0.218,methyltransferase like 9,body of caudate nucleus,body of caudate nucleus <  body of the caudate nucleus  <  caudate nucleus  <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,body of the caudate nucleus  <  caudate nucleus  <  striatum  < basal ganglia,Schwann cells,3.2002380803631,Schwann cells,3.07976530243268
RTN1,1.7109e-08,reticulon 1,+++,++-+-+,-+--,0.231937653991116,0.109344127019044,-,0.219,0.6601745427211,0.016725,Ding,58.8,1,-0.082,0.18,0.963,reticulon 1,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,3.3682122135607,Sympathetic noradrenergic neurons,4.27437476304621
ZDHHC5,3.4657e-08,zinc finger DHHC-type palmitoyltransferase 5,+++,------,++--,0.748149120115548,0.109978630999449,-,0.22,0.65766169500112,0.101909476,Labonte,59.2,1,-0.082,0.18,0.262,zinc finger DHHC-type palmitoyltransferase 5,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,2.98579648907917,Sympathetic cholinergic neurons,3.2110028692152
IGSF6,1.5616e-09,immunoglobulin superfamily member 6,---,++++-+,Filtered_Out,0.11442823074267,0.178527880077426,+,0.229,0.640436821284253,0.044139254,Labonte,61.6,1,-0.082,0.18,0.904,immunoglobulin superfamily member 6,substantia nigra pars reticulata,substantia nigra pars reticulata <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars reticulata < substantia nigra,Perivascular macrophages,5.21106831203813,Perivascular macrophages,5.69320947447033
RANGAP1,3.067e-08,Ran GTPase activating protein 1,+--,+-+++-,++--,0.588149145412765,0.114453069618921,-,0.229,0.640342559438331,0.00819691,Ding,61.6,1,-0.082,0.18,0.525,Ran GTPase activating protein 1,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
CCDC36,6.5734e-07,Not_Available,---,+++-+-,Filtered_Out,0.684853671326777,0.11553287078962,-,0.231,0.636264439401827,0.0821214905101832,Ramaker,62.2,1,-0.082,0.18,0.054,Not_Available,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Spinal cord inhibitory neurons,2.74744604977119,Spinal cord inhibitory neurons,2.89073800123078
HIST1H2BF,3.5839e-08,Not_Available,-+-,++++-+,Filtered_Out,0.321596045594683,0.117091789105621,-,0.234,0.630443562475833,0.0254640555424116,Ramaker,63,1,-0.082,0.18,Not_Available,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,4.14563948842201,Ependymal cells,3.28000311007773
IQCJ-SCHIP1,1.3667e-07,IQCJ-SCHIP1 readthrough,-+-,----+-,Not_Available,0.603991537932041,0.117307832550277,-,0.235,0.629642993756723,0.0718452565257617,Ramaker,63.1,1,-0.082,0.18,Not_Available,IQCJ-SCHIP1 readthrough,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
LRP1B,2.7253e-09,LDL receptor related protein 1B,+++,++----,-+-+,0.120898339307396,0.68286485006013,+,0.242,0.616549669021877,0.0195625911259663,Ramaker,65,1,-0.082,0.18,0.865,LDL receptor related protein 1B,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,Dentate gyrus granule neurons,2.87143582823708,Dentate gyrus granule neurons,3.14664401885536
ZNF197,2.2773e-10,zinc finger protein 197,-++,--+--+,Filtered_Out,0.121486866991519,0.656709008907241,+,0.243,0.614440672092131,0.0295405927804167,Ramaker,65.4,1,-0.082,0.18,0.249,zinc finger protein 197,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
BCHE,2.3883e-07,butyrylcholinesterase,---,++++++,-+--,0.123285334106006,0.306066116799681,+,0.247,0.608058587883535,0.081717075,Labonte,66.3,1,-0.082,0.18,0.992,butyrylcholinesterase,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
SCYL1,6.1112e-08,SCY1 like pseudokinase 1,+++,++++--,-+-+,0.124926175857506,0.42102483083428,+,0.25,0.602316558440543,0.006742978,Ding,67.2,1,-0.082,0.18,0.207,SCY1 like pseudokinase 1,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.09359475213099,Sympathetic cholinergic neurons,2.96996663171946
TCAIM,1.3974e-07,"T cell activation inhibitor, mitochondrial",-++,-++--+,-+++,0.127637302331651,0.958576908026004,+,0.255,0.592992387715038,0.068509373433409,Ramaker,68.7,1,-0.082,0.18,0.608,"T cell activation inhibitor, mitochondrial",III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
FADS1,1.2518e-07,fatty acid desaturase 1,+-+,+++-++,--++,0.130778581999894,0.89399855840437,+,0.262,0.58243338023235,0.052192182,Labonte,70.4,1,-0.082,0.18,0.866,fatty acid desaturase 1,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,3.13385409696618,Satellite glia,2.64161538223522
RHOA,7.1031e-07,ras homolog family member A,-++,-+++++,+-+-,0.132854350699839,0.571720248418067,+,0.266,0.575594223128348,0.027552715,Ding,71.5,1,-0.082,0.18,0.68,ras homolog family member A,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
PSEN2,2.6771e-06,presenilin 2,+++,+++---,++--,0.133642692025056,0.239099081761409,+,0.267,0.573024789092076,0.003469663,Ding,71.9,1,-0.082,0.18,0.438,presenilin 2,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,4.51900239926402,Sympathetic cholinergic neurons,2.82785966242627
PTPRS,2.2969e-06,protein tyrosine phosphatase receptor type S,-++,---++-,--+-,0.767475797853754,0.133661274298123,-,0.267,0.572964407057508,0.02752809,Ding,71.9,1,-0.082,0.18,0.624,protein tyrosine phosphatase receptor type S,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.52618069083407,Hindbrain neurons,3.41680827717013
C3orf84,2.5336e-07,chromosome 3 open reading frame 84,++-,Not_Available,Not_Available,0.134819644452539,0.263478564188188,+,0.27,0.569216826856671,0.0587952335497419,Ramaker,72.5,1,-0.082,0.18,Not_Available,chromosome 3 open reading frame 84,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
PRSS16,6.4148e-09,serine protease 16,+++,Missing_P_Values,Filtered_Out,0.13595069599674,0.951874746984506,+,0.272,0.565588569045308,0.187934901332319,Ramaker,73.1,1,-0.082,0.18,0.734,serine protease 16,postcentral gyrus superior lateral aspect of gyrus,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  < parietal lobe,Telencephalon projecting excitatory neurons,4.03171025588552,Sympathetic noradrenergic neurons,4.25160226046541
AREL1,3.0386e-08,apoptosis resistant E3 ubiquitin protein ligase 1,+++,----++,-+++,0.136300738381193,0.761946880878931,+,0.273,0.564471795794014,0.072541244,Labonte,73.3,1,-0.082,0.18,0.305,apoptosis resistant E3 ubiquitin protein ligase 1,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting inhibitory neurons,3.74135869975321,Sympathetic noradrenergic neurons,3.69940043835784
CTNNA3,1.6889e-10,catenin alpha 3,---,-+++++,Filtered_Out,0.137032757015373,0.309913620214913,+,0.274,0.562145608781557,0.064947203,Labonte,73.7,1,-0.082,0.18,0.707,catenin alpha 3,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Schwann cells,4.05310093471503,Schwann cells,4.05876404985967
VPS41,1.9375e-06,VPS41 subunit of HOPS complex,-++,++-+-+,-+--,0.192154303680224,0.138360031631191,-,0.277,0.557959351707411,0.002224813,Ding,74.4,1,-0.082,0.18,0.376,VPS41 subunit of HOPS complex,fusiform gyrus lateral bank of gyrus,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,fusiform gyrus lateral bank of gyrus <  fusiform gyrus  < temporal lobe,Cholinergic and monoaminergic neurons,3.2294752200861,Peripheral sensory neurofilament neurons,3.86058381099991
SLC4A9,2.6577e-06,solute carrier family 4 member 9,---,-++-++,Filtered_Out,0.139411375733964,0.389853948441811,+,0.279,0.554671791428278,0.071057266,Labonte,75,1,-0.082,0.18,0.393,solute carrier family 4 member 9,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Hindbrain neurons,4.39906864973554,Hindbrain neurons,4.77984052043041
BEND4,1.2982e-07,BEN domain containing 4,--+,---+--,Not_Available,0.949785056291831,0.148662139142437,-,0.297,0.526769626635452,0.147010391,Labonte,80,1,-0.082,0.18,0.855,BEN domain containing 4,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Cholinergic and monoaminergic neurons,4.22990046520913,Cholinergic and monoaminergic neurons,3.2158369602427
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+++,+-----,+-++,0.149312552679035,0.579502126981069,+,0.299,0.524873684018389,0.05196236,Ding,80.3,1,-0.082,0.18,0.646,zinc finger CCHC-type containing 7,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
MEF2C,1.5763e-12,myocyte enhancer factor 2C,+++,++-+--,++--,0.150523679623359,0.508067644662865,+,0.301,0.52136517802205,0.031092416,Ding,81,1,-0.082,0.18,0.978,myocyte enhancer factor 2C,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Telencephalon projecting excitatory neurons,5.2629976262473,Telencephalon projecting excitatory neurons,5.72876305964627
ZSCAN16,6.6456e-13,zinc finger and SCAN domain containing 16,---,+++-++,Filtered_Out,0.339269474449186,0.151761456921611,-,0.304,0.517808517175109,0.0542171585165839,Ramaker,81.6,1,-0.082,0.18,0.612,zinc finger and SCAN domain containing 16,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Not_Available,Not_Available,Not_Available,Not_Available
ASIC2,3.7694e-07,acid sensing ion channel subunit 2,+++,---+--,Filtered_Out,0.153457104792779,0.437034997115261,+,0.307,0.512983004035628,0.0646866644521435,Ramaker,82.6,1,-0.082,0.18,0.365,acid sensing ion channel subunit 2,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Cholinergic and monoaminergic neurons,4.82497568531923,Peripheral sensory non-peptidergic neurons,3.67800059222537
CDH13,1.5938e-11,cadherin 13,--+,---++-,++++,0.156246835918696,0.232495983522446,+,0.312,0.505158772924477,0.00394136,Labonte,84.1,1,-0.082,0.18,0.826,cadherin 13,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,5.0996074260216,Cholinergic and monoaminergic neurons,5.54202884977809
RFWD2,7.0007e-09,Not_Available,Not_Available,Not_Available,Not_Available,0.156300121088749,0.771117518815923,+,0.313,0.505010689860306,0.0887175405238046,Ramaker,84.1,1,-0.082,0.18,0.202,Not_Available,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,2.96357533863596,Peripheral sensory neurofilament neurons,2.97425684266462
HIST1H4L,6.1718e-11,Not_Available,-+-,Not_Available,Filtered_Out,0.869711257404006,0.15760368169284,-,0.315,0.501403645749688,0.103914549728181,Ramaker,84.8,1,-0.082,0.18,0.187,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Enteric glia,4.46202988635943,Enteric neurons,5.67366036980197
PPID,2.4066e-06,peptidylprolyl isomerase D,--+,++++++,----,0.236341895780916,0.160736443056004,-,0.321,0.492855650760004,0.079986113,Labonte,86.5,1,-0.082,0.18,0.116,peptidylprolyl isomerase D,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,2.60298835761731,Sympathetic noradrenergic neurons,4.06860690350549
RPS6KL1,1.0121e-07,ribosomal protein S6 kinase like 1,+--,----+-,--++,0.725019798793359,0.163005636880038,-,0.326,0.48676738138257,0.094638677,Labonte,87.7,1,-0.082,0.18,0.242,ribosomal protein S6 kinase like 1,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
PLCG1,2.9372e-07,phospholipase C gamma 1,---,+---+-,--+-,0.982411990705921,0.163060639528709,-,0.326,0.486620863028708,0.051410272,Labonte,87.7,1,-0.082,0.18,0.252,phospholipase C gamma 1,VIIIA lateral hemisphere,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.79853012943192,Cholinergic and monoaminergic neurons,2.64183744677499
SDK1,9.1946e-09,sidekick cell adhesion molecule 1,-++,----++,Filtered_Out,0.805522133367346,0.164425605378204,-,0.329,0.483000554826895,0.086095119,Labonte,88.5,1,-0.082,0.18,0.705,sidekick cell adhesion molecule 1,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.72364693590745,Peripheral sensory peptidergic neurons,2.66671939497139
PAX5,6.6739e-10,paired box 5,+-+,Missing_P_Values,Filtered_Out,0.166305135087776,0.797171773471699,+,0.333,0.478064344979071,0.1025249117899,Ramaker,89.5,1,-0.082,0.18,0.983,paired box 5,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Cholinergic and monoaminergic neurons,5.00774337238289,Cholinergic and monoaminergic neurons,5.46886575678045
MARK3,2.6768e-07,microtubule affinity regulating kinase 3,+-+,+-+-+-,+-++,0.166489670174132,0.771390935825382,+,0.333,0.477582711391836,0.050827598,Labonte,89.6,1,-0.082,0.18,0.125,microtubule affinity regulating kinase 3,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.44971169933105,Peripheral sensory neurofilament neurons,2.27828077755344
NKAPL,3.8381e-08,NFKB activating protein like,---,+-+-+-,Filtered_Out,0.826030456705518,0.173640361146781,-,0.347,0.459319323898849,0.100826696408856,Ramaker,93.4,1,-0.082,0.18,0.311,NFKB activating protein like,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Ependymal cells,4.89306033512525,Ependymal cells,5.08271211725339
BAG5,9.1836e-07,BAG cochaperone 5,-++,-+++++,---+,0.667314749474942,0.175795729273127,-,0.352,0.453961684085433,0.018796161,Ding,94.6,1,-0.082,0.18,0.595,BAG cochaperone 5,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Schwann cells,4.74994301763411,Sympathetic cholinergic neurons,3.08399659801482
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,-++,+++--+,+---,0.178171203560919,0.4169784110297,+,0.356,0.448132490635006,0.054440379,Labonte,95.9,1,-0.082,0.18,0.353,zinc finger with KRAB and SCAN domains 4,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
ZNF660,2.4714e-10,zinc finger protein 660,+-+,------,Filtered_Out,0.815864884772945,0.180091760960137,-,0.36,0.443476159653056,0.128692417,Labonte,96.9,1,-0.082,0.18,0.142,zinc finger protein 660,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Not_Available,Not_Available,Not_Available,Not_Available
EP300,2.3037e-07,E1A binding protein p300,-++,----+-,-+++,0.223192105036003,0.183279216591655,-,0.367,0.435856784498242,0.037458427,Ding,98.6,1,-0.082,0.18,0.245,E1A binding protein p300,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,3.20828803281745,Enteric neurons,3.85847334346357
FAM120A,3.6663e-08,family with sequence similarity 120A,-+-,------,++-+,0.207133973658048,0.186779433821805,-,0.374,0.427640949730072,0.037996298,Labonte,100,1,-0.082,0.18,0.649,family with sequence similarity 120A,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.35098614265464,Enteric neurons,2.57443704514341
CHMP3,4.004e-07,charged multivesicular body protein 3,+++,++++--,-+--,0.193476131836588,0.265464543745568,+,0.387,0.4123426083714,0.029561704,Not_Available,104,1,-0.082,0.18,Not_Available,charged multivesicular body protein 3,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,3.76828831495249,Sympathetic cholinergic neurons,3.23083923103447
TRMT10C,1.0772e-07,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",---,++++-+,++--,0.228356570341899,0.193514014389115,-,0.387,0.41225758200194,0.01617191,Not_Available,104,1,-0.082,0.18,0.618,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Schwann cells,2.50977744130317,Sympathetic noradrenergic neurons,3.92726443641264
ZNF165,1.9547e-12,zinc finger protein 165,-+-,--+---,Filtered_Out,0.640047770112337,0.197842985756613,-,0.396,0.402649346757967,0.118807042,Labonte,106,1,-0.082,0.18,0.958,zinc finger protein 165,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
