gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
ASCC3,8.91e-08,activating signal cointegrator 1 complex subunit 3,+-,----,++,0.520731232501647,0.247578657221837,-,0.495,0.023981461,0.0234,0.702,133,1,0.774,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.90406630195862,Enteric neurons,2.8330673764006
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,++,++-+,--,0.249969841207466,0.865966455996799,+,0.5,0.160757386359782,0.0234,0.702,134,1,0.582,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Di- and mesencephalon excitatory neurons,2.62208686879822,Sympathetic cholinergic neurons,4.67423024890706
PCDHA3,1.06e-07,protocadherin alpha 3,+-,--++,Filtered_Out,0.771096969969593,0.253626981576962,-,0.507,0.216697676425448,0.0234,0.702,136,1,0.0941,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Cholinergic and monoaminergic neurons,3.82520183583016,Cholinergic and monoaminergic neurons,3.76612977790557
MARCH10,2.76e-07,membrane associated ring-CH-type finger 10,+-,+-+-,Not_Available,0.648809573889042,0.254670465660895,-,0.509,0.108024334,0.0234,0.702,137,1,0.2,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
MGAT4C,1.22e-06,MGAT4 family member C,--,-+--,++,0.358526168396352,0.268339377386544,-,0.537,0.017645921,0.0234,0.702,144,1,0.272,dorsal motor nucleus of the vagus,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.24420568019863,Cholinergic and monoaminergic neurons,3.66053389443231
PPID,2.41e-06,peptidylprolyl isomerase D,--,++--,--,0.936480912253151,0.271758285918156,-,0.544,0.085305805,0.0234,0.702,146,1,0.116,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,2.60298835761731,Sympathetic noradrenergic neurons,4.06860690350549
ZSCAN16,6.65e-13,zinc finger and SCAN domain containing 16,-+,++++,Filtered_Out,0.274491721633851,0.515516183542641,+,0.549,0.133811503,0.0234,0.702,148,1,0.612,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Not_Available,Not_Available,Not_Available,Not_Available
CACNA1E,2.86e-11,calcium voltage-gated channel subunit alpha1 E,+-,-++-,-+,0.70452956115876,0.274992199346476,-,0.55,0.078153531,0.0234,0.702,148,1,0.753,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.93957441095919,Telencephalon projecting excitatory neurons,3.11168061889145
FCF1,4.33e-08,FCF1 rRNA-processing protein,-+,+++-,Filtered_Out,0.27837775871214,0.858158184412174,+,0.557,0.210619858,0.0234,0.702,150,1,0.395,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,1.82468136186401,Sympathetic noradrenergic neurons,4.46050743918228
PCDHA6,6.79e-07,protocadherin alpha 6,+-,++--,Filtered_Out,0.760817960478873,0.281140749460679,-,0.562,0.212448228,0.0234,0.702,151,1,0.054,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.77894434775695,Cholinergic and monoaminergic neurons,5.12142141974706
RHOBTB1,1.57e-06,Rho related BTB domain containing 1,-+,++++,--,0.419409964629692,0.282982184476962,-,0.566,0.029981835,0.0234,0.702,152,1,0.884,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Pericytes,3.6627217371282,Pericytes,3.79887133588337
DCC,2.57e-14,DCC netrin 1 receptor,+-,+++-,Filtered_Out,0.597182419472589,0.285151308636274,-,0.57,0.116568347,0.0234,0.702,153,1,0.787,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting inhibitory neurons,3.58691690189963,Telencephalon projecting inhibitory neurons,3.86850836475096
GPC6,1.6e-09,glypican 6,--,--+-,++,0.285170792409577,0.550468538610398,+,0.57,0.009493914,0.0234,0.702,153,1,0.914,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Hindbrain neurons,2.53277130763208,Enteric neurons,5.31693731683651
SIM1,1.47e-06,SIM bHLH transcription factor 1,-+,Not_Available,Filtered_Out,0.285592060232717,0.714464978325348,+,0.571,0.538061173271625,0.0234,0.702,154,1,0.05,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Peptidergic neurons,5.56769688705994,Peptidergic neurons,6.081771755902
MED19,1.75e-07,mediator complex subunit 19,++,--++,--,0.687645170611544,0.287630645579305,-,0.575,0.133635849,0.0234,0.702,155,1,0.125,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,Ependymal cells,2.20577960467865,Sympathetic cholinergic neurons,2.75665720184329
DLST,8.87e-10,dihydrolipoamide S-succinyltransferase,+-,++++,Not_Available,0.287647450157135,0.907682768245547,+,0.575,0.260601522,0.0234,0.702,155,1,0.26,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,3.72501634524872,Peripheral sensory neurofilament neurons,4.18562972777196
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,-+,Not_Available,Filtered_Out,0.287816563997262,0.712240474560803,+,0.576,0.540888486210102,0.0234,0.702,155,1,0.0751,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
SORCS3,2.27e-19,sortilin related VPS10 domain containing receptor 3,+-,--++,++,0.868620925007098,0.289035821719412,-,0.578,0.226970181,0.0234,0.702,156,1,0.601,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,4.41892358784785,Cholinergic and monoaminergic neurons,4.66244545834245
KIAA1143,5e-07,KIAA1143,+-,++--,--,0.815456070115818,0.289784690612775,-,0.58,0.118561363,0.0234,0.702,156,1,0.409,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Telencephalon projecting excitatory neurons,2.24377396293815,Sympathetic noradrenergic neurons,3.10909852231817
GPC5,1.35e-07,glypican 5,+-,-+-+,-+,0.290208849762227,0.497139773305476,+,0.58,0.019750168,0.0234,0.702,156,1,0.768,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Astrocytes,3.27197638308806,Peripheral sensory non-peptidergic neurons,4.29845432769986
PCDHA1,5.44e-08,protocadherin alpha 1,+-,+++-,Not_Available,0.850358298926617,0.290382526991649,-,0.581,0.265152096252862,0.0234,0.702,156,1,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
CKB,1.76e-08,creatine kinase B,++,--++,++,0.295680899896497,0.6183397346132,+,0.591,0.049567844,0.0234,0.702,159,1,0.864,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Subcommissural organ hypendymal cells,2.33869058684455,Peripheral sensory neurofilament neurons,2.2233114665496
TTC12,8.38e-09,tetratricopeptide repeat domain 12,+-,++++,Filtered_Out,0.297639296345885,0.837337537472497,+,0.595,0.275195186,0.0234,0.702,160,1,0.704,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Ependymal cells,5.46313766641445,Ependymal cells,5.77921636202419
FANCL,4.58e-07,FA complementation group L,--,++++,-+,0.298026233205587,0.623854912556616,+,0.596,0.10532925,0.0234,0.702,160,1,0.696,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,3.1314143729005,Sympathetic noradrenergic neurons,3.6759759913453
MARK3,2.68e-07,microtubule affinity regulating kinase 3,-+,+-+-,++,0.298861413855997,0.835562794176707,+,0.598,0.058120691,0.0234,0.702,161,1,0.125,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.44971169933105,Peripheral sensory neurofilament neurons,2.27828077755344
UBE2M,8.89e-07,ubiquitin conjugating enzyme E2 M,++,--++,--,0.758657082553851,0.305413362292808,-,0.611,0.074216586,0.0234,0.702,164,1,Not_Available,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,Cholinergic and monoaminergic neurons,3.22987670847492,Peripheral sensory neurofilament neurons,3.17743122694966
ZNF501,5.35e-07,zinc finger protein 501,+-,--++,Filtered_Out,0.846385552874602,0.313134867967282,-,0.626,0.321876723985972,0.0234,0.702,168,1,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
B3GALTL,5.7e-12,beta 3-glucosyltransferase,+-,--++,+-,0.413010915188147,0.318528986474264,-,0.637,0.015471244,0.0234,0.702,171,1,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,-+,--++,Filtered_Out,0.697994523401231,0.320920243967684,-,0.642,0.045282924,0.0234,0.702,173,1,0.121,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TOPAZ1,3.6e-07,testis and ovary specific PAZ domain containing 1,+-,++++,Not_Available,0.321099183669568,0.708414018937736,+,0.642,0.078682223,0.0234,0.702,173,1,Not_Available,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.82217680957343,Peripheral sensory non-peptidergic neurons,4.72309099499653
SLC17A3,1.67e-07,solute carrier family 17 member 3,--,Not_Available,Filtered_Out,0.677332877024869,0.322724161533196,-,0.645,0.650914917854783,0.0234,0.702,174,1,0.541,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.85702161027097,Telencephalon projecting excitatory neurons,5.30564455534324
ANKHD1,2.08e-06,ankyrin repeat and KH domain containing 1,-+,+++-,Filtered_Out,0.325239095300432,0.823534690242246,+,0.65,0.136400031,0.0234,0.702,175,1,Not_Available,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
BSN,1.61e-06,bassoon presynaptic cytomatrix protein,+-,+--+,--,0.961923386818957,0.327380838099809,-,0.655,0.225051868,0.0234,0.702,176,1,0.646,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.40809003508677,Telencephalon projecting excitatory neurons,3.05486009834863
RANGAP1,3.07e-08,Ran GTPase activating protein 1,-+,+-++,--,0.746322539264124,0.335843082878602,-,0.672,0.041305725,0.0234,0.702,181,1,0.525,supramarginal gyrus superior bank of gyrus,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,supramarginal gyrus superior bank of gyrus <  supramarginal gyrus  <  inferior parietal lobule  < parietal lobe,Cholinergic and monoaminergic neurons,3.86589602972963,Cholinergic and monoaminergic neurons,2.64465890210927
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.337679286932074,0.922314965956936,+,0.675,0.110438212,0.0234,0.702,182,1,0.646,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Hindbrain neurons,3.44139069470504,Hindbrain neurons,3.13901441237523
STK19,7.06e-07,serine/threonine kinase 19,-+,--+-,-+,0.339277497408023,0.480796225176659,+,0.679,0.13318118,0.0234,0.702,183,1,0.0751,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
CTTNBP2,1.26e-07,cortactin binding protein 2,+-,++++,++,0.339485716332882,0.401297475320756,+,0.679,0.142620922562963,0.0234,0.702,183,1,0.808,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,2.60885562836684,Telencephalon projecting excitatory neurons,2.85629697658472
ZNF322,3.72e-07,zinc finger protein 322,+-,----,++,0.577399338677579,0.340646713316763,-,0.681,0.115019195,0.0234,0.702,183,1,0.256,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Cholinergic and monoaminergic neurons,3.00407509957772,Cholinergic and monoaminergic neurons,2.88376454481502
ZFHX4,5.27e-09,zinc finger homeobox 4,+-,++++,-+,0.777239675962812,0.340737821201935,-,0.681,0.147746424477622,0.0234,0.702,183,1,0.799,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
TAOK3,1.49e-08,TAO kinase 3,-+,--++,-+,0.343306084868118,0.84439822479711,+,0.687,0.068643352,0.0234,0.702,185,1,0.531,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,2.87097751733794,Peripheral sensory non-peptidergic neurons,2.71069151956007
PRR16,1.19e-06,proline rich 16,+-,+--+,Filtered_Out,0.690514014468315,0.343368874280165,-,0.687,0.144810094,0.0234,0.702,185,1,0.87,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
BAD,1.35e-06,BCL2 associated agonist of cell death,-+,+--+,--,0.596256590412087,0.344601884890102,-,0.689,0.053143914,0.0234,0.702,185,1,0.264,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Spinal cord inhibitory neurons,2.00196292077959,Sympathetic cholinergic neurons,4.23641507854015
FHIT,2.74e-07,fragile histidine triad,++,+-++,--,0.348387601910679,0.535753547548331,+,0.697,0.05022397,0.0234,0.702,187,1,0.884,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
RHOA,7.1e-07,ras homolog family member A,++,++++,+-,0.349994504053305,0.824802199373586,+,0.7,0.175603655,0.0234,0.702,188,1,0.68,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,2.30305152051085,Sympathetic noradrenergic neurons,2.68918059819945
C11orf31,5.11e-07,selenoprotein H,-+,++-+,-+,0.350263836669523,0.762799913266661,+,0.701,0.112744233,0.0234,0.702,188,1,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
OTX2,8.91e-07,orthodenticle homeobox 2,-+,Missing_P_Values,Filtered_Out,0.350444900752909,0.649612137805156,+,0.701,0.661395508014158,0.0234,0.702,189,1,0.728,superior colliculus,superior colliculus <  midbrain tectum  <  mesencephalon  < gray matter,superior colliculus < midbrain tectum,Choroid epithelial cells,5.19914973565724,Choroid epithelial cells,5.67783562285583
EYS,1.32e-06,eyes shut homolog,-+,+---,Not_Available,0.350693354791781,0.771058565999501,+,0.701,0.271618567020418,0.0234,0.702,189,1,0.00999,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
MYBPC3,1.39e-06,"myosin binding protein C, cardiac",-+,Not_Available,--,0.674938789355347,0.351989901952106,-,0.704,0.07216985,0.0234,0.702,189,1,0.231,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CAMKK2,1.88e-06,calcium/calmodulin dependent protein kinase kinase 2,+-,+-++,+-,0.354521311472168,0.472828971045105,+,0.709,0.012333427,0.0234,0.702,191,1,0.565,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,4.55248354135044,Telencephalon projecting excitatory neurons,4.56797675895
USP3,2.49e-06,ubiquitin specific peptidase 3,--,++--,-+,0.35472770616095,0.829602271770283,+,0.709,0.063654401,0.0234,0.702,191,1,0.564,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.61965211656607,Enteric neurons,3.21797612618307
SOX6,4.17e-07,SRY-box 6,-+,+--+,Filtered_Out,0.82235235543143,0.356132852357287,-,0.712,0.256197614,0.0234,0.702,192,1,0.933,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
VRK2,9.97e-09,VRK serine/threonine kinase 2,-+,++++,+-,0.357095999063624,0.889373941008396,+,0.714,0.142738844,0.0234,0.702,192,1,0.546,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Microglia,3.92241044956466,Microglia,4.24111531018962
ACVR1B,5.28e-07,activin A receptor type 1B,+-,--++,+-,0.452798871193782,0.357792572634488,-,0.716,0.021268727,0.0234,0.702,192,1,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
BTN3A3,6.6e-08,butyrophilin subfamily 3 member A3,+-,++-+,-+,0.751139445951138,0.360993862746782,-,0.722,0.021741573,0.0234,0.702,194,1,0.829,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H2AL,3.49e-11,histone cluster 1 H2A family member l,-+,Not_Available,Not_Available,0.361795573807894,0.638261464750171,+,0.724,0.683175435890745,0.0234,0.702,195,1,0.443,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H4L,6.17e-11,histone cluster 1 H4 family member l,++,Not_Available,Filtered_Out,0.363677846224047,0.636379192334018,+,0.727,0.6871084763259,0.0234,0.702,196,1,0.187,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TMEM258,5.55e-07,transmembrane protein 258,-+,+++-,++,0.37084563994469,0.935868583055943,+,0.742,0.414347846,0.0234,0.702,200,1,0.218,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Oligodendrocytes,2.45901448243735,Sympathetic noradrenergic neurons,4.05633443300144
PCDHA4,3.57e-07,protocadherin alpha 4,-+,-+--,Not_Available,0.373804975820508,0.751960868831833,+,0.748,0.285168695312163,0.0234,0.702,201,1,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.26507021155604,Enteric neurons,4.16640383809155
ZMAT2,2.44e-06,zinc finger matrin-type 2,++,+++-,--,0.570779740361312,0.3773035552767,-,0.755,0.028823408,0.0234,0.702,203,1,0.203,putamen,putamen <  striatum  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,putamen <  striatum  < basal ganglia,Telencephalon projecting excitatory neurons,2.96086767032053,Sympathetic cholinergic neurons,3.38506255416219
PRSS16,6.41e-09,serine protease 16,+-,Missing_P_Values,Filtered_Out,0.379477526808122,0.620579511749943,+,0.759,0.718005542759525,0.0234,0.702,204,1,0.734,postcentral gyrus superior lateral aspect of gyrus,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  < parietal lobe,Telencephalon projecting excitatory neurons,4.03171025588552,Sympathetic noradrenergic neurons,4.25160226046541
CABP1,1.01e-08,calcium binding protein 1,++,---+,+-,0.406395014831898,0.395022065839338,-,0.79,0.072790356,0.0234,0.702,213,1,0.769,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,Not_Available,Not_Available,Not_Available,Not_Available
CSMD1,3.31e-07,CUB and Sushi multiple domains 1,+-,--++,+-,0.871766853371064,0.395862767080859,-,0.792,0.149281488,0.0234,0.702,213,1,0.832,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
TMX2,1.49e-07,thioredoxin related transmembrane protein 2,--,-++-,Not_Available,0.828787025450302,0.397623730203704,-,0.795,0.385856901,0.0234,0.702,214,1,0.238,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,3.21900484937128,Sympathetic noradrenergic neurons,3.31975245299273
CNTN5,3.66e-07,contactin 5,--,+--+,Filtered_Out,0.46519242439385,0.39962470023597,-,0.799,0.124001455,0.0234,0.702,215,1,0.584,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Telencephalon projecting inhibitory neurons,3.03734820226223,Enteric neurons,4.74784998801108
ASXL3,2.06e-06,ASXL transcriptional regulator 3,--,---+,-+,0.701300924071083,0.400016098913226,-,0.8,0.072512628,0.0234,0.702,215,1,0.787,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,2.93661225160883,Peripheral sensory non-peptidergic neurons,3.94108342751378
TMEM161B,4.77e-14,transmembrane protein 161B,--,-++-,++,0.660656734302461,0.404122976817579,-,0.808,0.21800232,0.0234,0.702,217,1,0.572,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.22836876819358,Hindbrain neurons,3.25705381699828
YLPM1,3.52e-10,YLP motif containing 1,+-,+-++,Not_Available,0.408717648974582,0.530278584850914,+,0.817,0.181042222,0.0234,0.702,220,1,0.157,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.78122141791888,Cholinergic and monoaminergic neurons,2.74398735586121
ACTL8,6.06e-07,actin like 8,+-,Not_Available,Filtered_Out,0.590520191649555,0.40953684690851,-,0.819,0.832295277442134,0.0234,0.702,220,1,0.466,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
ADCK3,1.43e-08,coenzyme Q8A,+-,+-+-,+-,0.565408496842021,0.412026621277047,-,0.824,0.076025187,0.0234,0.702,222,1,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
